utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_005596__000,train_ep_005596,0,,,Good sire. I'm glad you have met me here. I have uncovered a plot against you. I overheard it in the marketplace as I sold my vegetables a town over,,,False,False
utt__train_ep_005596__001,train_ep_005596,1,king,char__king,How do you know the existence of this tunnel?,,,True,False
utt__train_ep_005596__002,train_ep_005596,2,,,My family has supplied the king with vegetables for many years. In times of war and blockades we have used this tunnel to deliver fresh food to the castle. ,,,False,True
utt__train_ep_005596__003,train_ep_005596,3,king,char__king,I see. What is the plot about?,ponder,,True,False
utt__train_ep_005596__004,train_ep_005596,4,,,It is dastardly. They plan to steal all the priceless art from the castle. ,,,False,False
utt__train_ep_005596__005,train_ep_005596,5,king,char__king,"Why would they do that? I guess they cannot sneak them through here, these tunnels are so small.",,,True,False
utt__train_ep_005596__006,train_ep_005596,6,,,"They plan to pose as restoration artists, painters, construction workers. You must carefully screen everyone that comes into the castle. ",,,False,False
utt__train_ep_005596__007,train_ep_005596,7,king,char__king,"Thank you, I will let the royals know about this evil plan. How do you want to be rewarded?",,,True,False
utt__train_ep_005596__008,train_ep_005596,8,,,I am but a humble farmer and servant of the king. No reward is necessary,,,False,True
utt__train_ep_005596__009,train_ep_005596,9,king,char__king,Where is your farm located? I will make sure your belly is filled with quality meat for years to come.,,,True,False
utt__train_ep_005596__010,train_ep_005596,10,,,"Over the hill and across Old Man Barkley's stream, as the crow flies. ",,,False,False
utt__train_ep_005596__011,train_ep_005596,11,king,char__king,"Good! Will you be leaving the same way you came in? These tunnels are a maze, there are about five different rooms in the castle that connect to this very room.",,,True,False
utt__train_ep_005596__012,train_ep_005596,12,,,I will be returning as I came. I know these tunnels well. ,nod,,False,False
utt__train_ep_005596__013,train_ep_005596,13,king,char__king,"Good. Take this cape, show it to the guards if they give you trouble, they will see you are telling the truth with this proof.",,remove cape,True,False
utt__train_ep_005601__000,train_ep_005601,0,king,char__king,"My Queen, my love. How are you this fine morning?",,,True,False
utt__train_ep_005601__001,train_ep_005601,1,queen,char__queen,"Dear, I must tell you. We need to have our lords take a bath more often. The stench from the youngest one is still burned into my nose.",,,False,False
utt__train_ep_005601__002,train_ep_005601,2,king,char__king,Bathe? I thought they were already suppose to be bathing everyday.,,,True,False
utt__train_ep_005601__003,train_ep_005601,3,queen,char__queen,"If they are they must bathe twice a day! And I will say, my throne needs a new cushion! Someone else must be sitting on it, for it has gone flat.",frown,,False,False
utt__train_ep_005601__004,train_ep_005601,4,king,char__king,This will be fixed right away. There is to not be anyone sitting in your seat. That seat is only fit for my queen.,groan,,True,False
utt__train_ep_005601__005,train_ep_005601,5,queen,char__queen,"I am sorry, King. I am just complaining....Darn it where is my chambermaid! Ugh.. Oh sorry. How was your day love?",,,False,True
utt__train_ep_005601__006,train_ep_005601,6,king,char__king,"My Queen, please come. Calm down. Everything will be ok. I sent your chambermaid down to the wine cellar to get your favorite. I love hearing what you see is going wrong. Sometimes it takes another set of eyes to catch everything.",,hug queen,True,False
utt__train_ep_005601__007,train_ep_005601,7,queen,char__queen,"Ah, a bottle of wine. That is exactly what I need. You are to good to me my king.",,hug king,False,True
utt__train_ep_005601__008,train_ep_005601,8,king,char__king,Tell me. What do you think we could do to update the castle?,,,True,False
utt__train_ep_005601__009,train_ep_005601,9,queen,char__queen,"Well, the animal heads are quite, um, how do I say. They are a bit much.",,,False,False
utt__train_ep_005601__010,train_ep_005601,10,king,char__king,What. Not the animal heads. I like those. But if you want them gone I will make it happen. ,,,True,False
utt__train_ep_005601__011,train_ep_005601,11,queen,char__queen,Could we at least get the WHOLE animal. Having just their head gives me a scare in the middle of the night.,,,False,False
utt__train_ep_005601__012,train_ep_005601,12,king,char__king,Anything for my Queen. Ahh here my love your cup of wine you have been waiting on. ,,,True,False
utt__train_ep_005601__013,train_ep_005601,13,queen,char__queen,"Thank you king. You know, she is my favorite chambermaid. ",,,False,True
utt__train_ep_005624__000,train_ep_005624,0,guest,char__guest,Hello king thank you so much for inviting me here.,,,False,True
utt__train_ep_005624__001,train_ep_005624,1,king,char__king,"By all means, there was a matter I wanted to talk to you that was brought to my attention.",smile,,True,False
utt__train_ep_005624__002,train_ep_005624,2,guest,char__guest,"Of course, what would that be?",,,False,False
utt__train_ep_005624__003,train_ep_005624,3,king,char__king,It was brought to my attention that you stayed with the Logan's this past year... anything strange that you would like to let us know?,,,True,False
utt__train_ep_005624__004,train_ep_005624,4,guest,char__guest,Yes well I was threatened with execution if not but I overheard talks of betraying the kingdom.,,,False,False
utt__train_ep_005624__005,train_ep_005624,5,king,char__king,"As I suspected. But... you were with them an entire year, were you not? Why did he take you so long.. and me having to bring up the conversation for us to be talking about this?",stare,,True,False
utt__train_ep_005624__006,train_ep_005624,6,guest,char__guest,"It is hard to leave with good reason, any slip up and I was dead.",,,False,False
utt__train_ep_005624__007,train_ep_005624,7,king,char__king,I see. Anything else?,,,True,False
utt__train_ep_005624__008,train_ep_005624,8,guest,char__guest,No but I would take action versus them.,,,False,False
utt__train_ep_005624__009,train_ep_005624,9,king,char__king,So no witchcraft activity? I have been told Mrs Logan engage in such,,,True,False
utt__train_ep_005624__010,train_ep_005624,10,guest,char__guest,I have seen no such thing but would not put it past them.,,,False,False
utt__train_ep_005624__011,train_ep_005624,11,king,char__king,And how can we be sure they did not try to convert you?,,wear crown,True,False
utt__train_ep_005624__012,train_ep_005624,12,guest,char__guest,"If you must you can lock me up, but I would still be careful of the Logan's.",,,False,False
utt__train_ep_005624__013,train_ep_005624,13,king,char__king,"Good. Guards, take our guest to meet our grand inquisitor. He will have questions surely, and I am sure that he can ask them in a much more...effective way,",smile,,True,False
utt__train_ep_005749__000,train_ep_005749,0,princess,char__princess,This family jewel is beautiful!  May I have it upon my wedding day?,,,False,False
utt__train_ep_005749__001,train_ep_005749,1,king,char__king,"Only the best for you, my dear. ",nod,,True,False
utt__train_ep_005749__002,train_ep_005749,2,princess,char__princess,"Thank you!  I was just worried about your fiancee receiving it, instead of me.",,,False,False
utt__train_ep_005749__003,train_ep_005749,3,king,char__king,My fiancee? Who told you of that? ,ponder,,True,False
utt__train_ep_005749__004,train_ep_005749,4,princess,char__princess,She has been telling everyone about it!  And bragging about the riches she will have!,,,False,False
utt__train_ep_005749__005,train_ep_005749,5,king,char__king,"Oh dear, that won't do. Perhaps remarrying was not the best option so soon after your mother's death. ",sigh,,True,False
utt__train_ep_005749__006,train_ep_005749,6,princess,char__princess,"Thank you for understanding Father, but isn't this marriage part of a peace treaty with the Southern Kingdom?  I read about it on this parchment that I found in your reading room...",,hug king,False,False
utt__train_ep_005749__007,train_ep_005749,7,king,char__king,"Indeed, but that doesn't mean it is absolute. It would just take renegotiation to amend the terms. But this marriage is the path of least resistance, I suppose. ",,,True,False
utt__train_ep_005749__008,train_ep_005749,8,princess,char__princess,That is true.  I do worry about how she will treat the servants... some say that she is a horrible woman to those below her in status.,,,False,False
utt__train_ep_005749__009,train_ep_005749,9,king,char__king,"I will keep her on the tight leash then. I may be obligated to marry her, but that doesn't mean I have to love her. ",wink,,True,False
utt__train_ep_005749__010,train_ep_005749,10,princess,char__princess,"Oh Father!  That is so true.  What would the other options be, should you choose not to marry her after you have met?",smile,,False,False
utt__train_ep_005749__011,train_ep_005749,11,king,char__king,There would have to be other concessions. Perhaps secession of our southernmost states to their kingdom. ,sigh,,True,False
utt__train_ep_005749__012,train_ep_005749,12,princess,char__princess,But that is where our best wine grapes are grown!  It's so sad that we have to give up such beauty.,,,False,False
utt__train_ep_005749__013,train_ep_005749,13,king,char__king,The other alternative is even more discouraging. I would have to wed you off instead to their crown prince. ,frown,,True,False
utt__train_ep_005803__000,train_ep_005803,0,queen,char__queen,"Dear king, I found this over by the shrubs.  It is a great day, isn't it?",,give coin to king,False,True
utt__train_ep_005803__001,train_ep_005803,1,king,char__king,"My queen. A great day it is..  Wow, this is a great find",,,True,False
utt__train_ep_005803__002,train_ep_005803,2,queen,char__queen,"And this, I found in the tree.  Do you suppose it is a sign?",,give jewel to king,False,False
utt__train_ep_005803__003,train_ep_005803,3,king,char__king,A sign of what? I am beginning to think there is more to it. ,,,True,False
utt__train_ep_005803__004,train_ep_005803,4,queen,char__queen,It's just odd to have these riches just lying around.  Someone must have placed them there.  What could it mean?,,,False,False
utt__train_ep_005803__005,train_ep_005803,5,king,char__king,Will you get me the guards? They might know a thing or two,,,True,False
utt__train_ep_005803__006,train_ep_005803,6,queen,char__queen,"I know not where they are.  Guards, Guards!  I don't see any",cry,,False,False
utt__train_ep_005803__007,train_ep_005803,7,king,char__king,What? What is happening in my kingdom ,,remove cape,True,False
utt__train_ep_005803__008,train_ep_005803,8,queen,char__queen,"First, riches spread about, now, the guards missing.  I am afraid, my king!",gasp,,False,True
utt__train_ep_005803__009,train_ep_005803,9,king,char__king,I think the Palace has been raided! ,,,True,False
utt__train_ep_005803__010,train_ep_005803,10,queen,char__queen,We must both ride by horse to a safe location!,gasp,,False,False
utt__train_ep_005803__011,train_ep_005803,11,king,char__king,Let us move then. Climb up immediately ,,,True,False
utt__train_ep_005803__012,train_ep_005803,12,queen,char__queen,Lets go *climbs on horse*,,hug king,False,False
utt__train_ep_005803__013,train_ep_005803,13,king,char__king,Move! ,,hit horse,True,False
utt__train_ep_005805__000,train_ep_005805,0,knight,char__knight,Well it has been long since I have seen you from your native land! What brings you to the market this fine day?,,,False,False
utt__train_ep_005805__001,train_ep_005805,1,king,char__king,I am looking for the finest wine!,,,True,False
utt__train_ep_005805__002,train_ep_005805,2,knight,char__knight,Well the wine and riches shop will have a great selection of our finest wines we grow in the vineyards outside of town. They have everything you can possibly have a taste for,,,False,False
utt__train_ep_005805__003,train_ep_005805,3,king,char__king,"I will check it out, but my most pressing matter is the rumors spreading around here. They say my queen is having an affair. Have you heard of such?",,,True,False
utt__train_ep_005805__004,train_ep_005805,4,knight,char__knight,Now why would your wife take such a risk. You are not a man to be messed with and it does not seem that she would take the risk. Why don't you have a seat and have a glass of wine here in the tavern. You might find a the one wine you like and will know what to buy when you go to the shop.,,,False,False
utt__train_ep_005805__005,train_ep_005805,5,king,char__king,"I feel as I should not get drunk. I will drink my sorrows away. This man is said to want my head, my kingdom, and my wife. ",cry,,True,False
utt__train_ep_005805__006,train_ep_005805,6,knight,char__knight,"I think you should stop this wailing. You are a king, like me and we don't take troubles from anyone. Just sit for a spell and have one drink and then we will find your wife the queen if she is here.",,,False,True
utt__train_ep_005805__007,train_ep_005805,7,king,char__king,Will you watch my back and keep your ears open and come with me? I must get down to the bottom of this.,,,True,False
utt__train_ep_005805__008,train_ep_005805,8,knight,char__knight,Where are you going to go? Do you have a lead?,,,False,False
utt__train_ep_005805__009,train_ep_005805,9,king,char__king,Maybe I can just drink and keep watch out here!,,get Wine,True,False
utt__train_ep_005805__010,train_ep_005805,10,knight,char__knight,Who are we watching for? What does he look like or do you even know. I think you have lost your marbles.,,,False,False
utt__train_ep_005805__011,train_ep_005805,11,king,char__king,"I have no idea, but she comes home late and leaves early now. She does not even want to touch me because I cannot give her a child.",,,True,False
utt__train_ep_005805__012,train_ep_005805,12,knight,char__knight,"Then really, aren't you better off without her. Don't you think you should just let her go and find a woman that is well worth being a queen.",,,False,False
utt__train_ep_005805__013,train_ep_005805,13,king,char__king,"I cannot leave her, but I can take both the adulterer and adulteress heads!",,,True,False
utt__train_ep_005809__000,train_ep_005809,0,servant,char__servant,hello my king,wave,,False,True
utt__train_ep_005809__001,train_ep_005809,1,king,char__king,"Good day, what brings you to my home today?",,,True,False
utt__train_ep_005809__002,train_ep_005809,2,servant,char__servant,nothing much is there anything i can do for you my fair king,stare,,False,True
utt__train_ep_005809__003,train_ep_005809,3,king,char__king,"I am debating having work done on this area, but I fear it would disturb the ambiance. Feel free to share you're opinion",ponder,,True,False
utt__train_ep_005809__004,train_ep_005809,4,servant,char__servant,i think if we plant more of these it will make the ambiance much better,,get plant,False,False
utt__train_ep_006019__000,train_ep_006019,0,king,char__king,"Maid, I am afraid I will need you to work late tonight.  I seem to have made an awful mess in the washroom.",,,True,False
utt__train_ep_006019__001,train_ep_006019,1,maid,char__maid,Oh no! What is it this time? ,gasp,,False,False
utt__train_ep_006019__002,train_ep_006019,2,king,char__king,"Past midnight, but I really devastated that bathroom.  I mean, I don't even know how I got it on the ceiling, let alone the walls.  You might want to bring some breathing equipment.",,,True,False
utt__train_ep_006019__003,train_ep_006019,3,maid,char__maid,"I....will do my best, your majesty. Bad bout of food poisoning? ",groan,,False,False
utt__train_ep_006019__004,train_ep_006019,4,king,char__king,"Likely a combination of wine, lampreys, corn, and peanuts.  I mean, I know I'm a man of great girth, but one of the bathtubs is nearly full as well.",,,True,False
utt__train_ep_006019__005,train_ep_006019,5,maid,char__maid,How the...I didn't even realize that was possible!!!,scream,,False,False
utt__train_ep_006019__006,train_ep_006019,6,king,char__king,"I suffer from a few bowel diseases, so I only ever visit the washroom once every fortnight.  It takes hours, but I feel so much better afterwards.",,,True,False
utt__train_ep_006019__007,train_ep_006019,7,maid,char__maid,"Goodness, I'm scared to even look. I only have a single towel with me.",sigh,,False,False
utt__train_ep_006019__008,train_ep_006019,8,king,char__king,"I might start with a shovel and a bucket if I were you, there might not be enough towels in the palace.",frown,,True,False
utt__train_ep_006019__009,train_ep_006019,9,maid,char__maid,You weren't kidding. This looks more like the amount produced by a herd of cows!,gasp,,False,False
utt__train_ep_006019__010,train_ep_006019,10,king,char__king,"Well, they don't call me King Bill the Bovine for nothing!",laugh,,True,True
utt__train_ep_006019__011,train_ep_006019,11,maid,char__maid,"The smell is positively awful too. I've cleaned my fair share of toilets, but this is by far the most rancid and putrid smell that has ever violated my nostrils. ",groan,,False,False
utt__train_ep_006019__012,train_ep_006019,12,king,char__king,"I might suggest getting the High Priest to perform an exorcism before you enter - just to be on the safe side.  These are dark times we live in, and having a poop-demon slushing through the palace is the last thing that we need.",,,True,False
utt__train_ep_006019__013,train_ep_006019,13,maid,char__maid,Might I suggest your majesty do his business in a big trough or hole next time? Clearly these facilities are far too under equipped for your unique and special needs. ,sigh,,False,False
utt__train_ep_006021__000,train_ep_006021,0,queen,char__queen,CHAMBEEEER MAID! CHAMBEEEEEEEEEEEEER MAID!!!!!!!!,,,False,False
utt__train_ep_006021__001,train_ep_006021,1,king,char__king,What is it dear?,,,True,False
utt__train_ep_006021__002,train_ep_006021,2,queen,char__queen,that abominable lord that went past smelled.. well.. he smelled abominable! CHAMBER MAIIIID!  ,,,False,False
utt__train_ep_006021__003,train_ep_006021,3,king,char__king,I'll be sure to dismiss him the next time I see him.,,,True,False
utt__train_ep_006021__004,train_ep_006021,4,queen,char__queen,GOOD!  do it forth with! what the hell is wrong with this chair? chamber MAID!,,,False,False
utt__train_ep_006021__005,train_ep_006021,5,king,char__king,Perhaps you should look out at the lake and calm down.,,,True,False
utt__train_ep_006021__006,train_ep_006021,6,queen,char__queen,"calm down? CALM DOWN! First you seat me on a chair designed for the dungeon, you make me associate with your RANK lords. the VIEW? chambermaid",,,False,False
utt__train_ep_006021__007,train_ep_006021,7,king,char__king,"Yes, dear. We'll get you a new chair.",sigh,,True,False
utt__train_ep_006021__008,train_ep_006021,8,queen,char__queen,chamber maid! CHAMBER MAID! chumbrmerd!!,,,False,False
utt__train_ep_006021__009,train_ep_006021,9,king,char__king,Please dear... what do you need of the maid?,,remove crown,True,False
utt__train_ep_006021__010,train_ep_006021,10,queen,char__queen,"I need a cushion immediately, post haste and forthwith! ",,,False,False
utt__train_ep_006021__011,train_ep_006021,11,king,char__king,Begone bird.,,hit pheasant,True,False
utt__train_ep_006021__012,train_ep_006021,12,queen,char__queen,"good god henry, we have cushions down stairs i'm not expectingyou to make me one.",,hug king,False,False
utt__train_ep_006021__013,train_ep_006021,13,king,char__king,"Where is that maid, anyway?",,,True,False
utt__train_ep_006023__000,train_ep_006023,0,queen,char__queen,Hello,,,False,False
utt__train_ep_006023__001,train_ep_006023,1,king,char__king,"Hello my Queen, you look beautiful in the Church garden today.",,,True,False
utt__train_ep_006023__002,train_ep_006023,2,queen,char__queen,Thank you my love. ,,,False,False
utt__train_ep_006023__003,train_ep_006023,3,king,char__king,What are you reading today.,,steal Books from queen,True,False
utt__train_ep_006023__004,train_ep_006023,4,queen,char__queen,I am just trying to while away time. ,,,False,False
utt__train_ep_006023__005,train_ep_006023,5,king,char__king,Would you like to take a walk with your King through the many paths in the garden?,,,True,True
utt__train_ep_006023__006,train_ep_006023,6,queen,char__queen,Exactly what I need right now,,,False,False
utt__train_ep_006023__007,train_ep_006023,7,king,char__king,We can even sit together on the bench to rest and think.,,,True,False
utt__train_ep_006023__008,train_ep_006023,8,queen,char__queen,I have a question to ask you my dear,,,False,False
utt__train_ep_006023__009,train_ep_006023,9,king,char__king,Anything my Queen,,,True,False
utt__train_ep_006023__010,train_ep_006023,10,queen,char__queen,There is a prisoner in the prison who I heard is totally innocent ,,,False,False
utt__train_ep_006023__011,train_ep_006023,11,king,char__king,"Really, I don't want to be putting innocent people in jail, who is this person?",,,True,False
utt__train_ep_006023__012,train_ep_006023,12,queen,char__queen,The imbecile that was arrested last week,,,False,False
utt__train_ep_006023__013,train_ep_006023,13,king,char__king,And how do you know he is innocent?,,,True,False
utt__train_ep_006029__000,train_ep_006029,0,king,char__king,"Tell me townsperson, is there a concoction here that will help me fight better?",nudge,,True,False
utt__train_ep_006029__001,train_ep_006029,1,townperson,char__townperson,There is your majesty! many colors!,,,False,False
utt__train_ep_006029__002,train_ep_006029,2,king,char__king,Yes many colors but will they help me or make me sick?,,,True,False
utt__train_ep_006029__003,train_ep_006029,3,townperson,char__townperson,They will all make you invincible! .....especially this black one...,,,False,False
utt__train_ep_006029__004,train_ep_006029,4,king,char__king,"Alright I would like to try it before I am actually in battle, are there any side effects?",,,True,False
utt__train_ep_006029__005,train_ep_006029,5,townperson,char__townperson,well there are quite a few but you should not worry too much of them....,,,False,False
utt__train_ep_006029__006,train_ep_006029,6,king,char__king,"Maybe I don't need this, I am fearless after all, why would a fearless king need a potion to make him stronger?",,,True,True
utt__train_ep_006029__007,train_ep_006029,7,townperson,char__townperson,Are you sure your highness? no one would be able to defy you.,,,False,False
utt__train_ep_006029__008,train_ep_006029,8,king,char__king,"No, I don't need it, A brave king needs no potion, I will fight my battles without it and still be invincible.",wave,,True,True
utt__train_ep_006029__009,train_ep_006029,9,townperson,char__townperson,Well then you might want the white concoction over here....,,,False,False
utt__train_ep_006029__010,train_ep_006029,10,king,char__king,What does it do?,,,True,False
utt__train_ep_006029__011,train_ep_006029,11,townperson,char__townperson,It helps you grow is what it does....,,,False,False
utt__train_ep_006029__012,train_ep_006029,12,king,char__king,"I am already grown you fool, what is the meaning of this?",growl,,True,False
utt__train_ep_006029__013,train_ep_006029,13,townperson,char__townperson,I mean grow even taller ,,,False,False
utt__train_ep_006055__000,train_ep_006055,0,king,char__king,Huh! It seems that some of my subjects have been disobeying me. I will have to seek them out!,,,True,False
utt__train_ep_006055__001,train_ep_006055,1,guard,char__guard,What is the problem your highness?,,,False,False
utt__train_ep_006055__002,train_ep_006055,2,king,char__king,It seems that they have misplaced the hand cleaning implements. I instructed everyone to put them precisely where they found them. Also...there appears to be an unpleasant odor.,,,True,False
utt__train_ep_006055__003,train_ep_006055,3,guard,char__guard,that is annoying. The cleaners are to be blamed. I saw some of them trading it for gold yesterday,,,False,False
utt__train_ep_006055__004,train_ep_006055,4,king,char__king,"When I give rules, my subjects must follow them. Why do they choose to disobey me?",,,True,False
utt__train_ep_006055__005,train_ep_006055,5,guard,char__guard,You joke too much with them sire.,,,False,False
utt__train_ep_006055__006,train_ep_006055,6,king,char__king,"I joke too much? I try to be fair because I do not fear them, like other kings fear their subjects. I will have to bring down the hammer quite literally.",frown,,True,False
utt__train_ep_006055__007,train_ep_006055,7,guard,char__guard,It is best you do that. That will bring the needed respect.,,,False,False
utt__train_ep_006055__008,train_ep_006055,8,king,char__king,I will seek them out and confront them. Let me know where they are currently and I will go to them forthright.,,,True,False
utt__train_ep_006055__009,train_ep_006055,9,guard,char__guard,"You dont have to go yourself King, Send me and i will instill your fear into them!",,,False,True
utt__train_ep_006055__010,train_ep_006055,10,king,char__king,"Ha! Honorable guard. I admire you bravery, but I too am fearless and have no issue confronting my foolish subjects. They will know to no longer disobey me.",,,True,False
utt__train_ep_006055__011,train_ep_006055,11,guard,char__guard,However you want it king!,,,False,True
utt__train_ep_006055__012,train_ep_006055,12,king,char__king,"If you would like, you could join me and watch my bravery in action. It is good to see my rule be enacted. ",nod,,True,False
utt__train_ep_006055__013,train_ep_006055,13,guard,char__guard,I am solidly behind you sire!,,remove a spear,False,False
utt__train_ep_006066__000,train_ep_006066,0,king,char__king,"Servant, where has the Queen wandered off to? She was just admiring these portraits with me and now she is gone!",,,True,False
utt__train_ep_006066__001,train_ep_006066,1,servant,char__servant,I believe your Majesty that her Majesty went to the privy....I will be happy to find her majesty if you want your majesty.,,,False,False
utt__train_ep_006066__002,train_ep_006066,2,king,char__king,"Oh dear, that's the fourth time this morning. I'm afraid I might have to visit the apothecary to get something for her troubles.",frown,,True,False
utt__train_ep_006066__003,train_ep_006066,3,servant,char__servant,yes your majesty...may I inquire of your health my King?,blush,,False,True
utt__train_ep_006066__004,train_ep_006066,4,king,char__king,"My health is good. I just fear that the salmon at dinner last night didn't sit well with her. I don't eat fish myself, so it wasn't an issue for me.",,,True,False
utt__train_ep_006066__005,train_ep_006066,5,servant,char__servant,Your majesty...I don't mean to rise above my station but I do have some notion of these things...Her majesty is in her last months before the babe will be here...it could be that ...your majesty.,,drop duster,False,False
utt__train_ep_006066__006,train_ep_006066,6,king,char__king,"Yes, yes. I fear it might be that. I'm not ready to have a baby in this castle. I'm too young, and I value my sleep.",,remove crown,True,False
utt__train_ep_006066__007,train_ep_006066,7,servant,char__servant,Oh but Your Majesty the whole Kingdom is a buzz about the baby...Your majesty must know what this will mean for his majesty's kingdom?,grin,,False,False
utt__train_ep_006066__008,train_ep_006066,8,king,char__king,"Please forgive me, I feel I might be sick! I'm not ready for such a thing. ",,steal small bucket from servant,True,False
utt__train_ep_006066__009,train_ep_006066,9,servant,char__servant,Oh I have over stepped your majesty...I am truly sorry your majesty...I will be out of your sight this minute your majesty...please say I may take my leave your majesty.,stare,,False,False
utt__train_ep_006066__010,train_ep_006066,10,king,char__king,"Here, I'm afraid you need to clean this out. I guess I wasn't feeling as well as I thought.",,give small bucket to servant,True,False
utt__train_ep_006066__011,train_ep_006066,11,servant,char__servant,Here is a clean bucket my king in case of future upset...I will remove this other bucket at once your majesty...would your majesty want me to fetch the healer or the magician?,,give small bucket to king,False,True
utt__train_ep_006066__012,train_ep_006066,12,king,char__king,"No, no. I'm afraid I must come to terms with the impending birth. You are a very wise servant.",frown,,True,False
utt__train_ep_006066__013,train_ep_006066,13,servant,char__servant,Thank you your majesty...I am but a servant for your royal family...I am humbled at being able to serve you your Majesty...Is there anything I can do for his Majesty before I take my leave?,blush,,False,False
utt__train_ep_006068__000,train_ep_006068,0,people,char__people,"Oh, Sir...it is you! By god, I bend thy knee.",,,False,False
utt__train_ep_006068__001,train_ep_006068,1,king,char__king,How are the people of my kingdom fairing today? Is it not a beautiful day! We have peace in the land for today!,,,True,False
utt__train_ep_006068__002,train_ep_006068,2,people,char__people,"Everyone, but I, are of a peace of mind. I am struggling with all the noises of this kingdom. It is a non-stop cycle and I need a retreat from it.",groan,,False,False
utt__train_ep_006087__000,train_ep_006087,0,king,char__king,You may approach the throne and state your business.,wave,,True,False
utt__train_ep_006087__001,train_ep_006087,1,diplomat,char__diplomat,Hello dear king! I come from the royal kingdom. I am here to discuss the recent treaty voilations on your part and what we can do to fix them.,smile,,False,True
utt__train_ep_006087__002,train_ep_006087,2,king,char__king,The only royal kingdom I am aware of is the one you are standing in. What is this nonsense?,growl,,True,False
utt__train_ep_006087__003,train_ep_006087,3,diplomat,char__diplomat,"Here sir you may read this paper if you would like, it states that the northern kingdom of eldersville is unhappy with the way you are doing buisness.",,give paper to king,False,False
utt__train_ep_006087__004,train_ep_006087,4,king,char__king,"Well, I simply do not agree with these claims. In no way have my troops violated our border agreement.",,drop paper,True,False
utt__train_ep_006087__005,train_ep_006087,5,diplomat,char__diplomat,"But sir, your recent merchants have been accompanied by city guards, they have been disrespecting and stealing from the other merchants and we dont want to have any problems. I am just here to peacefully request that you stop.",,get paper,False,False
utt__train_ep_006087__006,train_ep_006087,6,king,char__king,"Well, this is the first I've heard of these accusations. You tell King Tibberuss that it I will look into this unlikely trespass.",,,True,True
utt__train_ep_006087__007,train_ep_006087,7,diplomat,char__diplomat,"Okay sir but thats not all. King Tibberuss has recently found a spy in his city gates, he confessed to be working for you after countless hours of torture, is this true?",,,False,True
utt__train_ep_006087__008,train_ep_006087,8,king,char__king,"Do you see this, Crown? Do you know who I am? If your ""king"" wanted to spit countless accusations at me, he should have done it to my face instead of sending some low level diplomat!",,wear crown,True,True
utt__train_ep_006087__009,train_ep_006087,9,diplomat,char__diplomat,"Sir, my king has been very busy and has directly sent me here to cooperate with you to avoid any future wars. I think we both know who would be destroyed if a war did happen.",,,False,True
utt__train_ep_006087__010,train_ep_006087,10,king,char__king,"ENOUGH! Guards, apprehend this man.",wave,,True,False
utt__train_ep_006087__011,train_ep_006087,11,diplomat,char__diplomat,Please wait king. I have a gift for you sent from my kingdom. Maybe you will appreciate the gesture. It is a pen for your chickens!,,drop a pen for the chickens,False,True
utt__train_ep_006087__012,train_ep_006087,12,king,char__king,"Oh, Tibberuss, you old softy. I do love my chickens.",,get a pen for the chickens,True,False
utt__train_ep_006087__013,train_ep_006087,13,diplomat,char__diplomat,I knew we could agree on something! Thank you king I will report back to Tibberuss right away!,smile,,False,True
utt__train_ep_006108__000,train_ep_006108,0,king,char__king,What are you doing in this storage room?,,,True,False
utt__train_ep_006108__001,train_ep_006108,1,person,char__person,I have told to come here by the warden to fix any equipment that is damaged my lord.,,,False,False
utt__train_ep_006108__002,train_ep_006108,2,king,char__king,"Oh, I see. Good enough then. This is a sad place isn't it?",,,True,False
utt__train_ep_006108__003,train_ep_006108,3,person,char__person,It is a very sad place. I do what I can to survive and this brings me a small pitence to feed me and clothe me.,,,False,False
utt__train_ep_006108__004,train_ep_006108,4,king,char__king,All of this equipment used for hurting people. This equipment with no mind of their own.,,,True,False
utt__train_ep_006108__005,train_ep_006108,5,person,char__person,"It is happening in your kingdom my lord. You could do whatever you want, if you wanted to abolish this torture treatment you could. But that is highly your decision alone.",,,False,False
utt__train_ep_006108__006,train_ep_006108,6,king,char__king,We need this equipment though because we have people who are not upright citizens. I wish we didn't have to use this equipment.,,,True,False
utt__train_ep_006108__007,train_ep_006108,7,person,char__person,I believe you do not have to use this line of torture. You could have them do manual labor that supports your kingdom. If anything is in ruin or needs repair they could pay off their debt doing this kind of work. This would make the respectable.,,,False,False
utt__train_ep_006108__008,train_ep_006108,8,king,char__king,"Manual labor you say? You have bright ideas, my dear peasant. What's your name?",ponder,,True,False
utt__train_ep_006108__009,train_ep_006108,9,person,char__person,Galaph. I do not know if I have good ideas. But I know that torture teaches nothing to anyone.,,,False,False
utt__train_ep_006108__010,train_ep_006108,10,king,char__king,"Torture teaches people not to break the law. That was my opinion on it for so long at least, but now that you bring up manual labor...",,,True,False
utt__train_ep_006108__011,train_ep_006108,11,person,char__person,"People just want to be treated fairly. If they break the law, they will learn that it be to give back what they have taken in hard work. Repay their community by keeping beautiful and well oiled!",,,False,False
utt__train_ep_006108__012,train_ep_006108,12,king,char__king,I have an offer for you. Would you want to work for me in a advisory role? You have good thoughts.,,,True,False
utt__train_ep_006108__013,train_ep_006108,13,person,char__person,"An advisory role? Would it pay well, my lord?",,,False,False
