character_id,utterance_id,episode_id,turn_index
char__duke,utt__train_ep_004985__000,train_ep_004985,0
char__queen,utt__train_ep_004985__001,train_ep_004985,1
char__duke,utt__train_ep_004985__002,train_ep_004985,2
char__queen,utt__train_ep_004985__003,train_ep_004985,3
char__duke,utt__train_ep_004985__004,train_ep_004985,4
char__queen,utt__train_ep_004985__005,train_ep_004985,5
char__duke,utt__train_ep_004985__006,train_ep_004985,6
char__queen,utt__train_ep_004985__007,train_ep_004985,7
char__duke,utt__train_ep_004985__008,train_ep_004985,8
char__queen,utt__train_ep_004985__009,train_ep_004985,9
char__duke,utt__train_ep_004985__010,train_ep_004985,10
char__queen,utt__train_ep_004985__011,train_ep_004985,11
char__duke,utt__train_ep_004985__012,train_ep_004985,12
char__queen,utt__train_ep_004985__013,train_ep_004985,13
char__sheep,utt__train_ep_004986__000,train_ep_004986,0
char__worshiper,utt__train_ep_004986__001,train_ep_004986,1
char__sheep,utt__train_ep_004986__002,train_ep_004986,2
char__worshiper,utt__train_ep_004986__003,train_ep_004986,3
char__sheep,utt__train_ep_004986__004,train_ep_004986,4
char__worshiper,utt__train_ep_004986__005,train_ep_004986,5
char__sheep,utt__train_ep_004986__006,train_ep_004986,6
char__worshiper,utt__train_ep_004986__007,train_ep_004986,7
char__sheep,utt__train_ep_004986__008,train_ep_004986,8
char__worshiper,utt__train_ep_004986__009,train_ep_004986,9
char__sheep,utt__train_ep_004986__010,train_ep_004986,10
char__worshiper,utt__train_ep_004986__011,train_ep_004986,11
char__sheep,utt__train_ep_004986__012,train_ep_004986,12
char__worshiper,utt__train_ep_004986__013,train_ep_004986,13
char__farmers,utt__train_ep_004987__000,train_ep_004987,0
char__cat,utt__train_ep_004987__001,train_ep_004987,1
char__farmers,utt__train_ep_004987__002,train_ep_004987,2
char__cat,utt__train_ep_004987__003,train_ep_004987,3
char__farmers,utt__train_ep_004987__004,train_ep_004987,4
char__cat,utt__train_ep_004987__005,train_ep_004987,5
char__farmers,utt__train_ep_004987__006,train_ep_004987,6
char__cat,utt__train_ep_004987__007,train_ep_004987,7
char__farmers,utt__train_ep_004987__008,train_ep_004987,8
char__cat,utt__train_ep_004987__009,train_ep_004987,9
char__farmers,utt__train_ep_004987__010,train_ep_004987,10
char__cat,utt__train_ep_004987__011,train_ep_004987,11
char__farmers,utt__train_ep_004987__012,train_ep_004987,12
char__cat,utt__train_ep_004987__013,train_ep_004987,13
char__troll,utt__train_ep_004988__000,train_ep_004988,0
char__priest,utt__train_ep_004988__001,train_ep_004988,1
char__troll,utt__train_ep_004988__002,train_ep_004988,2
char__priest,utt__train_ep_004988__003,train_ep_004988,3
char__troll,utt__train_ep_004988__004,train_ep_004988,4
char__priest,utt__train_ep_004988__005,train_ep_004988,5
char__troll,utt__train_ep_004988__006,train_ep_004988,6
char__priest,utt__train_ep_004988__007,train_ep_004988,7
char__troll,utt__train_ep_004988__008,train_ep_004988,8
char__priest,utt__train_ep_004988__009,train_ep_004988,9
char__troll,utt__train_ep_004988__010,train_ep_004988,10
char__priest,utt__train_ep_004988__011,train_ep_004988,11
char__troll,utt__train_ep_004988__012,train_ep_004988,12
char__priest,utt__train_ep_004988__013,train_ep_004988,13
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__000,train_ep_004989,0
char__squire,utt__train_ep_004989__001,train_ep_004989,1
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__002,train_ep_004989,2
char__squire,utt__train_ep_004989__003,train_ep_004989,3
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__004,train_ep_004989,4
char__squire,utt__train_ep_004989__005,train_ep_004989,5
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__006,train_ep_004989,6
char__squire,utt__train_ep_004989__007,train_ep_004989,7
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__008,train_ep_004989,8
char__squire,utt__train_ep_004989__009,train_ep_004989,9
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__010,train_ep_004989,10
char__squire,utt__train_ep_004989__011,train_ep_004989,11
char__horse_tied_up_in_front_of_a_shop,utt__train_ep_004989__012,train_ep_004989,12
char__squire,utt__train_ep_004989__013,train_ep_004989,13
char__jester,utt__train_ep_004990__000,train_ep_004990,0
char__soldier,utt__train_ep_004990__001,train_ep_004990,1
char__jester,utt__train_ep_004990__002,train_ep_004990,2
char__soldier,utt__train_ep_004990__003,train_ep_004990,3
char__jester,utt__train_ep_004990__004,train_ep_004990,4
char__soldier,utt__train_ep_004990__005,train_ep_004990,5
char__jester,utt__train_ep_004990__006,train_ep_004990,6
char__soldier,utt__train_ep_004990__007,train_ep_004990,7
char__jester,utt__train_ep_004990__008,train_ep_004990,8
char__soldier,utt__train_ep_004990__009,train_ep_004990,9
char__jester,utt__train_ep_004990__010,train_ep_004990,10
char__soldier,utt__train_ep_004990__011,train_ep_004990,11
char__jester,utt__train_ep_004990__012,train_ep_004990,12
char__soldier,utt__train_ep_004990__013,train_ep_004990,13
char__stable_boy,utt__train_ep_004991__000,train_ep_004991,0
char__guard,utt__train_ep_004991__001,train_ep_004991,1
char__stable_boy,utt__train_ep_004991__002,train_ep_004991,2
char__guard,utt__train_ep_004991__003,train_ep_004991,3
char__stable_boy,utt__train_ep_004991__004,train_ep_004991,4
char__guard,utt__train_ep_004991__005,train_ep_004991,5
char__stable_boy,utt__train_ep_004991__006,train_ep_004991,6
char__guard,utt__train_ep_004991__007,train_ep_004991,7
char__stable_boy,utt__train_ep_004991__008,train_ep_004991,8
char__guard,utt__train_ep_004991__009,train_ep_004991,9
char__stable_boy,utt__train_ep_004991__010,train_ep_004991,10
char__guard,utt__train_ep_004991__011,train_ep_004991,11
char__stable_boy,utt__train_ep_004991__012,train_ep_004991,12
char__guard,utt__train_ep_004991__013,train_ep_004991,13
char__ambassador,utt__train_ep_004992__000,train_ep_004992,0
char__local,utt__train_ep_004992__001,train_ep_004992,1
char__ambassador,utt__train_ep_004992__002,train_ep_004992,2
char__local,utt__train_ep_004992__003,train_ep_004992,3
char__ambassador,utt__train_ep_004992__004,train_ep_004992,4
char__local,utt__train_ep_004992__005,train_ep_004992,5
char__ambassador,utt__train_ep_004992__006,train_ep_004992,6
char__local,utt__train_ep_004992__007,train_ep_004992,7
char__ambassador,utt__train_ep_004992__008,train_ep_004992,8
char__local,utt__train_ep_004992__009,train_ep_004992,9
char__ambassador,utt__train_ep_004992__010,train_ep_004992,10
char__local,utt__train_ep_004992__011,train_ep_004992,11
char__ambassador,utt__train_ep_004992__012,train_ep_004992,12
char__local,utt__train_ep_004992__013,train_ep_004992,13
char__servant,utt__train_ep_004993__000,train_ep_004993,0
char__merchant,utt__train_ep_004993__001,train_ep_004993,1
char__servant,utt__train_ep_004993__002,train_ep_004993,2
char__merchant,utt__train_ep_004993__003,train_ep_004993,3
char__servant,utt__train_ep_004993__004,train_ep_004993,4
char__merchant,utt__train_ep_004993__005,train_ep_004993,5
char__servant,utt__train_ep_004993__006,train_ep_004993,6
char__merchant,utt__train_ep_004993__007,train_ep_004993,7
char__servant,utt__train_ep_004993__008,train_ep_004993,8
char__merchant,utt__train_ep_004993__009,train_ep_004993,9
char__servant,utt__train_ep_004993__010,train_ep_004993,10
char__merchant,utt__train_ep_004993__011,train_ep_004993,11
char__servant,utt__train_ep_004993__012,train_ep_004993,12
char__merchant,utt__train_ep_004993__013,train_ep_004993,13
char__priest,utt__train_ep_004994__000,train_ep_004994,0
char__person,utt__train_ep_004994__001,train_ep_004994,1
char__priest,utt__train_ep_004994__002,train_ep_004994,2
char__person,utt__train_ep_004994__003,train_ep_004994,3
char__priest,utt__train_ep_004994__004,train_ep_004994,4
char__person,utt__train_ep_004994__005,train_ep_004994,5
char__priest,utt__train_ep_004994__006,train_ep_004994,6
char__person,utt__train_ep_004994__007,train_ep_004994,7
char__priest,utt__train_ep_004994__008,train_ep_004994,8
char__person,utt__train_ep_004994__009,train_ep_004994,9
char__priest,utt__train_ep_004994__010,train_ep_004994,10
char__person,utt__train_ep_004994__011,train_ep_004994,11
char__priest,utt__train_ep_004994__012,train_ep_004994,12
char__person,utt__train_ep_004994__013,train_ep_004994,13
char__individual,utt__train_ep_004995__000,train_ep_004995,0
char__member,utt__train_ep_004995__001,train_ep_004995,1
char__individual,utt__train_ep_004995__002,train_ep_004995,2
char__member,utt__train_ep_004995__003,train_ep_004995,3
char__individual,utt__train_ep_004995__004,train_ep_004995,4
char__member,utt__train_ep_004995__005,train_ep_004995,5
char__individual,utt__train_ep_004995__006,train_ep_004995,6
char__member,utt__train_ep_004995__007,train_ep_004995,7
char__individual,utt__train_ep_004995__008,train_ep_004995,8
char__member,utt__train_ep_004995__009,train_ep_004995,9
char__individual,utt__train_ep_004995__010,train_ep_004995,10
char__member,utt__train_ep_004995__011,train_ep_004995,11
char__individual,utt__train_ep_004995__012,train_ep_004995,12
char__member,utt__train_ep_004995__013,train_ep_004995,13
char__watchman,utt__train_ep_004996__000,train_ep_004996,0
char__clergyman,utt__train_ep_004996__001,train_ep_004996,1
char__watchman,utt__train_ep_004996__002,train_ep_004996,2
char__clergyman,utt__train_ep_004996__003,train_ep_004996,3
char__watchman,utt__train_ep_004996__004,train_ep_004996,4
char__clergyman,utt__train_ep_004996__005,train_ep_004996,5
char__watchman,utt__train_ep_004996__006,train_ep_004996,6
char__clergyman,utt__train_ep_004996__007,train_ep_004996,7
char__watchman,utt__train_ep_004996__008,train_ep_004996,8
char__clergyman,utt__train_ep_004996__009,train_ep_004996,9
char__watchman,utt__train_ep_004996__010,train_ep_004996,10
char__clergyman,utt__train_ep_004996__011,train_ep_004996,11
char__watchman,utt__train_ep_004996__012,train_ep_004996,12
char__clergyman,utt__train_ep_004996__013,train_ep_004996,13
char__servant,utt__train_ep_004997__000,train_ep_004997,0
char__visitor,utt__train_ep_004997__001,train_ep_004997,1
char__servant,utt__train_ep_004997__002,train_ep_004997,2
char__visitor,utt__train_ep_004997__003,train_ep_004997,3
char__servant,utt__train_ep_004997__004,train_ep_004997,4
char__visitor,utt__train_ep_004997__005,train_ep_004997,5
char__servant,utt__train_ep_004997__006,train_ep_004997,6
char__visitor,utt__train_ep_004997__007,train_ep_004997,7
char__servant,utt__train_ep_004997__008,train_ep_004997,8
char__visitor,utt__train_ep_004997__009,train_ep_004997,9
char__servant,utt__train_ep_004997__010,train_ep_004997,10
char__visitor,utt__train_ep_004997__011,train_ep_004997,11
char__servant,utt__train_ep_004997__012,train_ep_004997,12
char__visitor,utt__train_ep_004997__013,train_ep_004997,13
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__000,train_ep_004998,0
char__guard,utt__train_ep_004998__001,train_ep_004998,1
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__002,train_ep_004998,2
char__guard,utt__train_ep_004998__003,train_ep_004998,3
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__004,train_ep_004998,4
char__guard,utt__train_ep_004998__005,train_ep_004998,5
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__006,train_ep_004998,6
char__guard,utt__train_ep_004998__007,train_ep_004998,7
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__008,train_ep_004998,8
char__guard,utt__train_ep_004998__009,train_ep_004998,9
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__010,train_ep_004998,10
char__guard,utt__train_ep_004998__011,train_ep_004998,11
char__rat_chews_on_a_dropped_hymnbook,utt__train_ep_004998__012,train_ep_004998,12
char__guard,utt__train_ep_004998__013,train_ep_004998,13
char__clergy,utt__train_ep_004999__000,train_ep_004999,0
char__visitor,utt__train_ep_004999__001,train_ep_004999,1
char__clergy,utt__train_ep_004999__002,train_ep_004999,2
char__visitor,utt__train_ep_004999__003,train_ep_004999,3
char__clergy,utt__train_ep_004999__004,train_ep_004999,4
char__visitor,utt__train_ep_004999__005,train_ep_004999,5
char__clergy,utt__train_ep_004999__006,train_ep_004999,6
char__visitor,utt__train_ep_004999__007,train_ep_004999,7
char__clergy,utt__train_ep_004999__008,train_ep_004999,8
char__visitor,utt__train_ep_004999__009,train_ep_004999,9
char__clergy,utt__train_ep_004999__010,train_ep_004999,10
char__visitor,utt__train_ep_004999__011,train_ep_004999,11
char__clergy,utt__train_ep_004999__012,train_ep_004999,12
char__visitor,utt__train_ep_004999__013,train_ep_004999,13
char__bat_king,utt__train_ep_005000__000,train_ep_005000,0
char__old_man_with_a_fishing_rod,utt__train_ep_005000__001,train_ep_005000,1
char__bat_king,utt__train_ep_005000__002,train_ep_005000,2
char__old_man_with_a_fishing_rod,utt__train_ep_005000__003,train_ep_005000,3
char__bat_king,utt__train_ep_005000__004,train_ep_005000,4
char__old_man_with_a_fishing_rod,utt__train_ep_005000__005,train_ep_005000,5
char__bat_king,utt__train_ep_005000__006,train_ep_005000,6
char__old_man_with_a_fishing_rod,utt__train_ep_005000__007,train_ep_005000,7
char__bat_king,utt__train_ep_005000__008,train_ep_005000,8
char__old_man_with_a_fishing_rod,utt__train_ep_005000__009,train_ep_005000,9
char__bat_king,utt__train_ep_005000__010,train_ep_005000,10
char__old_man_with_a_fishing_rod,utt__train_ep_005000__011,train_ep_005000,11
char__bat_king,utt__train_ep_005000__012,train_ep_005000,12
char__old_man_with_a_fishing_rod,utt__train_ep_005000__013,train_ep_005000,13
char__guard,utt__train_ep_005001__000,train_ep_005001,0
char__king,utt__train_ep_005001__001,train_ep_005001,1
char__guard,utt__train_ep_005001__002,train_ep_005001,2
char__king,utt__train_ep_005001__003,train_ep_005001,3
char__guard,utt__train_ep_005001__004,train_ep_005001,4
char__king,utt__train_ep_005001__005,train_ep_005001,5
char__guard,utt__train_ep_005001__006,train_ep_005001,6
char__king,utt__train_ep_005001__007,train_ep_005001,7
char__guard,utt__train_ep_005001__008,train_ep_005001,8
char__king,utt__train_ep_005001__009,train_ep_005001,9
char__guard,utt__train_ep_005001__010,train_ep_005001,10
char__king,utt__train_ep_005001__011,train_ep_005001,11
char__guard,utt__train_ep_005001__012,train_ep_005001,12
char__king,utt__train_ep_005001__013,train_ep_005001,13
char__sailor,utt__train_ep_005002__000,train_ep_005002,0
char__priest_in_ornate_robes,utt__train_ep_005002__001,train_ep_005002,1
char__sailor,utt__train_ep_005002__002,train_ep_005002,2
char__priest_in_ornate_robes,utt__train_ep_005002__003,train_ep_005002,3
char__sailor,utt__train_ep_005002__004,train_ep_005002,4
char__priest_in_ornate_robes,utt__train_ep_005002__005,train_ep_005002,5
char__sailor,utt__train_ep_005002__006,train_ep_005002,6
char__priest_in_ornate_robes,utt__train_ep_005002__007,train_ep_005002,7
char__sailor,utt__train_ep_005002__008,train_ep_005002,8
char__priest_in_ornate_robes,utt__train_ep_005002__009,train_ep_005002,9
char__sailor,utt__train_ep_005002__010,train_ep_005002,10
char__priest_in_ornate_robes,utt__train_ep_005002__011,train_ep_005002,11
char__sailor,utt__train_ep_005002__012,train_ep_005002,12
char__priest_in_ornate_robes,utt__train_ep_005002__013,train_ep_005002,13
char__traveler,utt__train_ep_005003__000,train_ep_005003,0
char__guard,utt__train_ep_005003__001,train_ep_005003,1
char__traveler,utt__train_ep_005003__002,train_ep_005003,2
char__guard,utt__train_ep_005003__003,train_ep_005003,3
char__traveler,utt__train_ep_005003__004,train_ep_005003,4
char__guard,utt__train_ep_005003__005,train_ep_005003,5
char__traveler,utt__train_ep_005003__006,train_ep_005003,6
char__guard,utt__train_ep_005003__007,train_ep_005003,7
char__traveler,utt__train_ep_005003__008,train_ep_005003,8
char__guard,utt__train_ep_005003__009,train_ep_005003,9
char__traveler,utt__train_ep_005003__010,train_ep_005003,10
char__guard,utt__train_ep_005003__011,train_ep_005003,11
char__traveler,utt__train_ep_005003__012,train_ep_005003,12
char__guard,utt__train_ep_005003__013,train_ep_005003,13
char__scorpion,utt__train_ep_005004__000,train_ep_005004,0
char__snake,utt__train_ep_005004__001,train_ep_005004,1
char__scorpion,utt__train_ep_005004__002,train_ep_005004,2
char__snake,utt__train_ep_005004__003,train_ep_005004,3
char__scorpion,utt__train_ep_005004__004,train_ep_005004,4
char__snake,utt__train_ep_005004__005,train_ep_005004,5
char__scorpion,utt__train_ep_005004__006,train_ep_005004,6
char__snake,utt__train_ep_005004__007,train_ep_005004,7
char__scorpion,utt__train_ep_005004__008,train_ep_005004,8
char__snake,utt__train_ep_005004__009,train_ep_005004,9
char__scorpion,utt__train_ep_005004__010,train_ep_005004,10
char__snake,utt__train_ep_005004__011,train_ep_005004,11
char__scorpion,utt__train_ep_005004__012,train_ep_005004,12
char__snake,utt__train_ep_005004__013,train_ep_005004,13
char__clergyman,utt__train_ep_005005__000,train_ep_005005,0
char__bird,utt__train_ep_005005__001,train_ep_005005,1
char__clergyman,utt__train_ep_005005__002,train_ep_005005,2
char__bird,utt__train_ep_005005__003,train_ep_005005,3
char__clergyman,utt__train_ep_005005__004,train_ep_005005,4
char__bird,utt__train_ep_005005__005,train_ep_005005,5
char__clergyman,utt__train_ep_005005__006,train_ep_005005,6
char__bird,utt__train_ep_005005__007,train_ep_005005,7
char__clergyman,utt__train_ep_005005__008,train_ep_005005,8
char__bird,utt__train_ep_005005__009,train_ep_005005,9
char__clergyman,utt__train_ep_005005__010,train_ep_005005,10
char__bird,utt__train_ep_005005__011,train_ep_005005,11
char__clergyman,utt__train_ep_005005__012,train_ep_005005,12
char__bird,utt__train_ep_005005__013,train_ep_005005,13
char__dog,utt__train_ep_005006__000,train_ep_005006,0
char__visitor,utt__train_ep_005006__001,train_ep_005006,1
char__dog,utt__train_ep_005006__002,train_ep_005006,2
char__visitor,utt__train_ep_005006__003,train_ep_005006,3
char__dog,utt__train_ep_005006__004,train_ep_005006,4
char__visitor,utt__train_ep_005006__005,train_ep_005006,5
char__dog,utt__train_ep_005006__006,train_ep_005006,6
char__visitor,utt__train_ep_005006__007,train_ep_005006,7
char__dog,utt__train_ep_005006__008,train_ep_005006,8
char__visitor,utt__train_ep_005006__009,train_ep_005006,9
char__dog,utt__train_ep_005006__010,train_ep_005006,10
char__visitor,utt__train_ep_005006__011,train_ep_005006,11
char__dog,utt__train_ep_005006__012,train_ep_005006,12
char__visitor,utt__train_ep_005006__013,train_ep_005006,13
char__royal_chef,utt__train_ep_005007__000,train_ep_005007,0
char__cat,utt__train_ep_005007__001,train_ep_005007,1
char__royal_chef,utt__train_ep_005007__002,train_ep_005007,2
char__cat,utt__train_ep_005007__003,train_ep_005007,3
char__royal_chef,utt__train_ep_005007__004,train_ep_005007,4
char__cat,utt__train_ep_005007__005,train_ep_005007,5
char__royal_chef,utt__train_ep_005007__006,train_ep_005007,6
char__cat,utt__train_ep_005007__007,train_ep_005007,7
char__royal_chef,utt__train_ep_005007__008,train_ep_005007,8
char__cat,utt__train_ep_005007__009,train_ep_005007,9
char__royal_chef,utt__train_ep_005007__010,train_ep_005007,10
char__cat,utt__train_ep_005007__011,train_ep_005007,11
char__royal_chef,utt__train_ep_005007__012,train_ep_005007,12
char__cat,utt__train_ep_005007__013,train_ep_005007,13
char__rat,utt__train_ep_005008__000,train_ep_005008,0
char__servant,utt__train_ep_005008__001,train_ep_005008,1
char__rat,utt__train_ep_005008__002,train_ep_005008,2
char__servant,utt__train_ep_005008__003,train_ep_005008,3
char__rat,utt__train_ep_005008__004,train_ep_005008,4
char__servant,utt__train_ep_005008__005,train_ep_005008,5
char__rat,utt__train_ep_005008__006,train_ep_005008,6
char__servant,utt__train_ep_005008__007,train_ep_005008,7
char__rat,utt__train_ep_005008__008,train_ep_005008,8
char__servant,utt__train_ep_005008__009,train_ep_005008,9
char__rat,utt__train_ep_005008__010,train_ep_005008,10
char__servant,utt__train_ep_005008__011,train_ep_005008,11
char__rat,utt__train_ep_005008__012,train_ep_005008,12
char__servant,utt__train_ep_005008__013,train_ep_005008,13
char__seagull,utt__train_ep_005009__000,train_ep_005009,0
char__traveler,utt__train_ep_005009__001,train_ep_005009,1
char__seagull,utt__train_ep_005009__002,train_ep_005009,2
char__traveler,utt__train_ep_005009__003,train_ep_005009,3
char__seagull,utt__train_ep_005009__004,train_ep_005009,4
char__traveler,utt__train_ep_005009__005,train_ep_005009,5
char__seagull,utt__train_ep_005009__006,train_ep_005009,6
char__traveler,utt__train_ep_005009__007,train_ep_005009,7
char__seagull,utt__train_ep_005009__008,train_ep_005009,8
char__traveler,utt__train_ep_005009__009,train_ep_005009,9
char__seagull,utt__train_ep_005009__010,train_ep_005009,10
char__traveler,utt__train_ep_005009__011,train_ep_005009,11
char__seagull,utt__train_ep_005009__012,train_ep_005009,12
char__traveler,utt__train_ep_005009__013,train_ep_005009,13
char__fishermen,utt__train_ep_005010__000,train_ep_005010,0
char__critter,utt__train_ep_005010__001,train_ep_005010,1
char__fishermen,utt__train_ep_005010__002,train_ep_005010,2
char__critter,utt__train_ep_005010__003,train_ep_005010,3
char__fishermen,utt__train_ep_005010__004,train_ep_005010,4
char__critter,utt__train_ep_005010__005,train_ep_005010,5
char__fishermen,utt__train_ep_005010__006,train_ep_005010,6
char__critter,utt__train_ep_005010__007,train_ep_005010,7
char__fishermen,utt__train_ep_005010__008,train_ep_005010,8
char__critter,utt__train_ep_005010__009,train_ep_005010,9
char__fishermen,utt__train_ep_005010__010,train_ep_005010,10
char__critter,utt__train_ep_005010__011,train_ep_005010,11
char__fishermen,utt__train_ep_005010__012,train_ep_005010,12
char__critter,utt__train_ep_005010__013,train_ep_005010,13
char__servant,utt__train_ep_005011__000,train_ep_005011,0
char__camel,utt__train_ep_005011__001,train_ep_005011,1
char__servant,utt__train_ep_005011__002,train_ep_005011,2
char__camel,utt__train_ep_005011__003,train_ep_005011,3
char__servant,utt__train_ep_005011__004,train_ep_005011,4
char__camel,utt__train_ep_005011__005,train_ep_005011,5
char__servant,utt__train_ep_005011__006,train_ep_005011,6
char__camel,utt__train_ep_005011__007,train_ep_005011,7
char__servant,utt__train_ep_005011__008,train_ep_005011,8
char__camel,utt__train_ep_005011__009,train_ep_005011,9
char__servant,utt__train_ep_005011__010,train_ep_005011,10
char__camel,utt__train_ep_005011__011,train_ep_005011,11
char__servant,utt__train_ep_005011__012,train_ep_005011,12
char__camel,utt__train_ep_005011__013,train_ep_005011,13
char__cleaning_person,utt__train_ep_005012__000,train_ep_005012,0
char__queen,utt__train_ep_005012__001,train_ep_005012,1
char__cleaning_person,utt__train_ep_005012__002,train_ep_005012,2
char__queen,utt__train_ep_005012__003,train_ep_005012,3
char__cleaning_person,utt__train_ep_005012__004,train_ep_005012,4
char__queen,utt__train_ep_005012__005,train_ep_005012,5
char__cleaning_person,utt__train_ep_005012__006,train_ep_005012,6
char__queen,utt__train_ep_005012__007,train_ep_005012,7
char__cleaning_person,utt__train_ep_005012__008,train_ep_005012,8
char__queen,utt__train_ep_005012__009,train_ep_005012,9
char__cleaning_person,utt__train_ep_005012__010,train_ep_005012,10
char__queen,utt__train_ep_005012__011,train_ep_005012,11
char__cleaning_person,utt__train_ep_005012__012,train_ep_005012,12
char__queen,utt__train_ep_005012__013,train_ep_005012,13
char__guest,utt__train_ep_005013__000,train_ep_005013,0
char__maid,utt__train_ep_005013__001,train_ep_005013,1
char__guest,utt__train_ep_005013__002,train_ep_005013,2
char__maid,utt__train_ep_005013__003,train_ep_005013,3
char__guest,utt__train_ep_005013__004,train_ep_005013,4
char__maid,utt__train_ep_005013__005,train_ep_005013,5
char__guest,utt__train_ep_005013__006,train_ep_005013,6
char__maid,utt__train_ep_005013__007,train_ep_005013,7
char__guest,utt__train_ep_005013__008,train_ep_005013,8
char__maid,utt__train_ep_005013__009,train_ep_005013,9
char__guest,utt__train_ep_005013__010,train_ep_005013,10
char__maid,utt__train_ep_005013__011,train_ep_005013,11
char__guest,utt__train_ep_005013__012,train_ep_005013,12
char__maid,utt__train_ep_005013__013,train_ep_005013,13
char__beaver,utt__train_ep_005014__000,train_ep_005014,0
char__guard,utt__train_ep_005014__001,train_ep_005014,1
char__beaver,utt__train_ep_005014__002,train_ep_005014,2
char__guard,utt__train_ep_005014__003,train_ep_005014,3
char__beaver,utt__train_ep_005014__004,train_ep_005014,4
char__guard,utt__train_ep_005014__005,train_ep_005014,5
char__beaver,utt__train_ep_005014__006,train_ep_005014,6
char__guard,utt__train_ep_005014__007,train_ep_005014,7
char__beaver,utt__train_ep_005014__008,train_ep_005014,8
char__guard,utt__train_ep_005014__009,train_ep_005014,9
char__beaver,utt__train_ep_005014__010,train_ep_005014,10
char__guard,utt__train_ep_005014__011,train_ep_005014,11
char__beaver,utt__train_ep_005014__012,train_ep_005014,12
char__guard,utt__train_ep_005014__013,train_ep_005014,13
char__blacksmith,utt__train_ep_005015__000,train_ep_005015,0
char__resident,utt__train_ep_005015__001,train_ep_005015,1
char__blacksmith,utt__train_ep_005015__002,train_ep_005015,2
char__resident,utt__train_ep_005015__003,train_ep_005015,3
char__blacksmith,utt__train_ep_005015__004,train_ep_005015,4
char__resident,utt__train_ep_005015__005,train_ep_005015,5
char__blacksmith,utt__train_ep_005015__006,train_ep_005015,6
char__resident,utt__train_ep_005015__007,train_ep_005015,7
char__blacksmith,utt__train_ep_005015__008,train_ep_005015,8
char__resident,utt__train_ep_005015__009,train_ep_005015,9
char__blacksmith,utt__train_ep_005015__010,train_ep_005015,10
char__resident,utt__train_ep_005015__011,train_ep_005015,11
char__blacksmith,utt__train_ep_005015__012,train_ep_005015,12
char__resident,utt__train_ep_005015__013,train_ep_005015,13
char__daughter,utt__train_ep_005016__000,train_ep_005016,0
char__small_aggressive_looking_dog,utt__train_ep_005016__001,train_ep_005016,1
char__daughter,utt__train_ep_005016__002,train_ep_005016,2
char__small_aggressive_looking_dog,utt__train_ep_005016__003,train_ep_005016,3
char__daughter,utt__train_ep_005016__004,train_ep_005016,4
char__small_aggressive_looking_dog,utt__train_ep_005016__005,train_ep_005016,5
char__daughter,utt__train_ep_005016__006,train_ep_005016,6
char__small_aggressive_looking_dog,utt__train_ep_005016__007,train_ep_005016,7
char__daughter,utt__train_ep_005016__008,train_ep_005016,8
char__small_aggressive_looking_dog,utt__train_ep_005016__009,train_ep_005016,9
char__daughter,utt__train_ep_005016__010,train_ep_005016,10
char__small_aggressive_looking_dog,utt__train_ep_005016__011,train_ep_005016,11
char__daughter,utt__train_ep_005016__012,train_ep_005016,12
char__small_aggressive_looking_dog,utt__train_ep_005016__013,train_ep_005016,13
char__ghost,utt__train_ep_005017__000,train_ep_005017,0
char__skeleton,utt__train_ep_005017__001,train_ep_005017,1
char__ghost,utt__train_ep_005017__002,train_ep_005017,2
char__skeleton,utt__train_ep_005017__003,train_ep_005017,3
char__ghost,utt__train_ep_005017__004,train_ep_005017,4
char__skeleton,utt__train_ep_005017__005,train_ep_005017,5
char__ghost,utt__train_ep_005017__006,train_ep_005017,6
char__skeleton,utt__train_ep_005017__007,train_ep_005017,7
char__ghost,utt__train_ep_005017__008,train_ep_005017,8
char__skeleton,utt__train_ep_005017__009,train_ep_005017,9
char__ghost,utt__train_ep_005017__010,train_ep_005017,10
char__skeleton,utt__train_ep_005017__011,train_ep_005017,11
char__ghost,utt__train_ep_005017__012,train_ep_005017,12
char__skeleton,utt__train_ep_005017__013,train_ep_005017,13
char__servant,utt__train_ep_005018__000,train_ep_005018,0
char__soul,utt__train_ep_005018__001,train_ep_005018,1
char__servant,utt__train_ep_005018__002,train_ep_005018,2
char__soul,utt__train_ep_005018__003,train_ep_005018,3
char__servant,utt__train_ep_005018__004,train_ep_005018,4
char__soul,utt__train_ep_005018__005,train_ep_005018,5
char__servant,utt__train_ep_005018__006,train_ep_005018,6
char__soul,utt__train_ep_005018__007,train_ep_005018,7
char__servant,utt__train_ep_005018__008,train_ep_005018,8
char__soul,utt__train_ep_005018__009,train_ep_005018,9
char__servant,utt__train_ep_005018__010,train_ep_005018,10
