source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__butler,char__king,butler,king,5,True
char__brother,char__knight,brother,knight,3,False
char__nun,char__worshipper,nun,worshipper,2,False
char__animal,char__witch,animal,witch,1,False
char__fox_trying_to_steal_chickens,char__talking_cat,fox trying to steal chickens,talking cat,1,False
char__organist,char__rat_chews_on_a_dropped_hymnbook,organist,rat chews on a dropped hymnbook,4,False
char__boy,char__proprietor,boy,proprietor,2,False
char__bandit,char__ghost,bandit,ghost,2,False
char__fisherman,char__seagull,fisherman,seagull,7,False
char__pilgrims,char__stray_dogs,pilgrims,stray dogs,1,False
char__butler,char__servant,butler,servant,1,False
char__bird,char__snakes,bird,snakes,1,False
char__king,char__mouse,king,mouse,3,True
char__local_villagers,char__priests,local villagers,priests,1,False
char__nurse,char__queen,nurse,queen,3,False
char__bride,char__preacher,bride,preacher,2,False
char__old_man_with_a_fishing_rod,char__president,old man with a fishing rod,president,1,False
char__farmer,char__old_man,farmer,old man,1,False
char__ancient_king,char__goldfinch,ancient king,goldfinch,3,False
char__troll,char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,troll,turtle can't escape fast enough to avoid being eaten,1,False
char__jester,char__king,jester,king,2,True
char__faery,char__peasant,faery,peasant,2,False
char__fish,char__lazy_insects,fish,lazy insects,5,False
char__craftsman,char__trader_s_wife_that_traveled_with_him,craftsman,trader's wife that traveled with him,4,False
char__beetle,char__shipwright,beetle,shipwright,1,False
char__guard,char__head_priest,guard,head priest,1,False
char__farmer,char__pig,farmer,pig,2,False
char__fish,char__town_sheriff,fish,town sheriff,1,False
char__high_priest,char__high_priest_reading_an_arcane_book,high priest,high priest reading an arcane book,3,False
char__adventurer,char__critter,adventurer,critter,3,False
char__family_dog,char__loving_wife,family dog,loving wife,1,False
char__archaeologists,char__traveler,archaeologists,traveler,4,False
char__freind,char__retainer,freind,retainer,1,False
char__armorer,char__squire,armorer,squire,2,False
char__fool,char__servant,fool,servant,1,False
char__archaeologist,char__grandmother,archaeologist,grandmother,1,False
char__monkey_friend,char__spider,monkey friend,spider,1,False
char__miner,char__peasant,miner,peasant,1,False
char__toucan,char__turtles,toucan,turtles,1,False
char__executioner,char__judge,executioner,judge,1,False
char__maid,char__woman,maid,woman,2,False
char__ghost,char__insect,ghost,insect,2,False
char__gypsy,char__snakes,gypsy,snakes,3,False
char__alien,char__subject,alien,subject,1,False
char__deer,char__knight,deer,knight,2,False
char__archer,char__high_priestess,archer,high priestess,1,False
char__woman,char__worker,woman,worker,5,False
char__ancient_king,char__mice,ancient king,mice,1,False
char__curious_boy,char__peasant,curious boy,peasant,5,False
char__poker_players,char__wizard,poker players,wizard,1,False
char__resident,char__young_girl,resident,young girl,1,False
char__pet_bird,char__scribe,pet bird,scribe,2,False
char__guard,char__visitor,guard,visitor,6,False
char__otter,char__turtles,otter,turtles,1,False
char__pastor,char__worshipper,pastor,worshipper,4,False
char__agricultural_advisor,char__prisoner,agricultural advisor,prisoner,1,False
char__peasant,char__water_nymph,peasant,water nymph,1,False
char__royal_family,char__servant,royal family,servant,5,False
char__shop_keeper,char__tax_agent,shop keeper,tax agent,1,False
char__bird,char__businessman,bird,businessman,1,False
char__groom,char__spider,groom,spider,1,False
char__police,char__rat,police,rat,1,False
char__dungeon_master,char__recently_tortured,dungeon master,recently tortured,3,False
char__dancer,char__royal_family,dancer,royal family,2,False
char__king,char__sioux_chef,king,sioux chef,1,True
char__debtor,char__king,debtor,king,3,True
char__god,char__serving_boy,god,serving boy,1,False
char__emperor,char__royal_family,emperor,royal family,2,False
char__guest,char__poet_who_recites_his_best_work,guest,poet who recites his best work,1,False
char__person,char__visitor,person,visitor,2,False
char__servant,char__sheep,servant,sheep,2,False
char__horse,char__mice,horse,mice,1,False
char__knight,char__town_official,knight,town official,1,False
char__another_prisoner,char__prisoner,another prisoner,prisoner,2,False
char__architect,char__servant,architect,servant,2,False
char__ghost,char__peasant,ghost,peasant,4,False
char__chief,char__servant,chief,servant,1,False
char__shipwright,char__thief,shipwright,thief,1,False
char__dog,char__rabbit,dog,rabbit,3,False
char__dove,char__guard,dove,guard,5,False
char__church_mouse,char__snakes,church mouse,snakes,1,False
char__flirty_barmaid,char__snakes,flirty barmaid,snakes,1,False
char__bear,char__squirrel,bear,squirrel,1,False
char__butterfly,char__deer,butterfly,deer,4,False
char__maintenance_person,char__preacher,maintenance person,preacher,7,False
char__family_member,char__missionary,family member,missionary,1,False
char__footman,char__queen,footman,queen,2,False
char__mother,char__son,mother,son,4,False
char__child,char__god,child,god,1,False
char__king_s_horses,char__old_gnaisha,king's horses,old gnaisha,1,False
char__denizen,char__goblin_king_s_bartender,denizen,goblin king's bartender,2,False
char__carpenter,char__parishioner,carpenter,parishioner,1,False
char__leader,char__servant,leader,servant,2,False
char__bear,char__patron,bear,patron,2,False
char__horse,char__traveling_salesmen_stopping_for_a_drink,horse,traveling salesmen stopping for a drink,1,False
char__faery,char__stable_hand,faery,stable hand,1,False
char__dog,char__his_wolf_companion_always_at_his_side,dog,his wolf companion always at his side,1,False
char__dogs,char__follower,dogs,follower,1,False
char__princess,char__villager,princess,villager,2,False
char__knight,char__resting_travelers,knight,resting travelers,3,False
char__farmers,char__merchant,farmers,merchant,4,False
char__nun,char__servant,nun,servant,2,False
char__princess,char__wolf,princess,wolf,1,False
char__beaver,char__bug,beaver,bug,1,False
char__king,char__trader,king,trader,1,True
char__lawyer,char__town_sheriff,lawyer,town sheriff,6,False
char__servant,char__spider_spins_its_web_in_the_pew_corner,servant,spider spins its web in the pew corner,1,False
char__madam_and_her_girls,char__resident,madam and her girls,resident,1,False
char__altar_boy,char__nun,altar boy,nun,3,False
char__enemy,char__knight,enemy,knight,5,False
char__barkeep,char__villager,barkeep,villager,1,False
char__squire,char__woman,squire,woman,1,False
char__goat,char__pirate,goat,pirate,1,False
char__clergyman,char__servant,clergyman,servant,1,False
char__cow,char__hog,cow,hog,1,False
char__goblin,char__gypsy,goblin,gypsy,1,False
char__king,char__waiting_priest,king,waiting priest,1,True
char__archer,char__court_jester,archer,court jester,6,False
char__spirit,char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,spirit,there is the lighthouse keeper on his daily walk up the boardwalk,1,False
char__court_treasurer,char__drunk_reeling_out_of_the_saloon,court treasurer,drunk reeling out of the saloon,1,False
char__guard,char__pet_dog,guard,pet dog,3,False
char__peasant,char__performer,peasant,performer,1,False
char__beggar,char__guard,beggar,guard,1,False
char__dragon,char__ghost,dragon,ghost,2,False
char__parent,char__troll,parent,troll,5,False
char__gods,char__monk,gods,monk,1,False
char__cockroach,char__lands_lord,cockroach,lands lord,1,False
char__angel,char__executioner,angel,executioner,1,False
char__servant,char__village_chief,servant,village chief,1,False
char__dragon,char__head_priest,dragon,head priest,1,False
char__hunting_dog,char__miner,hunting dog,miner,8,False
char__people,char__queen,people,queen,4,False
char__groom,char__servant,groom,servant,1,False
char__spider,char__subjects,spider,subjects,1,False
char__dogs,char__farmers,dogs,farmers,2,False
char__although_the_temple_is_full_no_one_is_speaking_and_all_you_can_hear_are_muted_scuffling_feet,char__mysterious_merchant,although the temple is full no one is speaking and all you can hear are muted scuffling feet,mysterious merchant,1,False
char__member,char__sneaky_thief,member,sneaky thief,1,False
char__invader,char__watchman,invader,watchman,4,False
char__clergy,char__donkey,clergy,donkey,3,False
char__servant,char__woman,servant,woman,1,False
char__army,char__diplomat,army,diplomat,5,False
char__sailor,char__spelunker,sailor,spelunker,1,False
char__fighters,char__rat,fighters,rat,1,False
char__merchant,char__seagull,merchant,seagull,1,False
char__camel,char__widow,camel,widow,1,False
char__cleaning_person,char__farm_hand,cleaning person,farm hand,1,False
char__nuns,char__wolf,nuns,wolf,1,False
char__gardener,char__military_commander,gardener,military commander,1,False
char__ambassador,char__ghost,ambassador,ghost,1,False
char__pig,char__priest,pig,priest,2,False
char__farm_hand,char__flirty_barmaid,farm hand,flirty barmaid,1,False
char__altar_boy,char__manikin,altar boy,manikin,1,False
char__knight,char__spirit,knight,spirit,1,False
char__god,char__priest,god,priest,3,False
char__knight,char__petitioner,knight,petitioner,1,False
char__person,char__town_baker,person,town baker,1,False
char__king,char__kings,king,kings,6,True
char__choirboy,char__member,choirboy,member,1,False
char__alligator,char__queen_s,alligator,queen's,1,False
char__acolyte,char__party_goers,acolyte,party goers,1,False
char__fruit_bat,char__guest,fruit bat,guest,1,False
char__queen,char__there_is_also_a_young_woman_selling_flowers_to_passersby,queen,there is also a young woman selling flowers to passersby,9,False
char__person,char__supplicant,person,supplicant,2,False
char__royal_family,char__town_official,royal family,town official,1,False
char__merchant,char__owner,merchant,owner,1,False
char__loved_one,char__water_nymph,loved one,water nymph,1,False
char__robber,char__soldier,robber,soldier,3,False
char__rat,char__thief,rat,thief,9,False
char__lady_of_the_house,char__soldier,lady of the house,soldier,1,False
char__drunk_reeling_out_of_the_saloon,char__knight,drunk reeling out of the saloon,knight,1,False
char__outlaw,char__owl,outlaw,owl,1,False
char__peasant,char__wise_men,peasant,wise men,1,False
char__rat,char__serving_boy,rat,serving boy,1,False
char__assistant,char__worshiper,assistant,worshiper,4,False
char__animal,char__torturer,animal,torturer,1,False
char__ghost,char__raccoon,ghost,raccoon,2,False
char__king_s_horses,char__rat,king's horses,rat,1,False
char__person,char__person_on_a_pilgrimage,person,person on a pilgrimage,1,False
char__child,char__witch,child,witch,4,False
char__king_consort,char__queen_s,king consort,queen's,2,False
char__goat,char__sacrifice,goat,sacrifice,1,False
char__altar_boy,char__parishioner,altar boy,parishioner,1,False
char__enemy,char__torture_assistant,enemy,torture assistant,1,False
char__fisher,char__hunter,fisher,hunter,1,False
char__old_men,char__woman,old men,woman,2,False
char__ghost,char__grave_digger,ghost,grave digger,1,False
char__daughter,char__princess_who_lives_in_the_castle_and_can_t_escape,daughter,princess who lives in the castle and can't escape,1,False
char__garden_dog,char__wolves,garden dog,wolves,1,False
char__field_mice,char__thief,field mice,thief,1,False
char__evil_wizard,char__person,evil wizard,person,1,False
char__cockroach,char__occupant,cockroach,occupant,1,False
char__ghost,char__knight,ghost,knight,1,False
char__parishioner,char__spirit,parishioner,spirit,1,False
char__fairy,char__insects,fairy,insects,1,False
char__fairy,char__praying_mantis,fairy,praying mantis,1,False
char__egyptians,char__princess,egyptians,princess,1,False
char__gods,char__murderer,gods,murderer,1,False
char__ghost,char__mercenary,ghost,mercenary,1,False
char__baby_dragon,char__golem,baby dragon,golem,3,False
char__gnome,char__peasant,gnome,peasant,1,False
char__king,char__young_student_reading_a_book_beneath_a_dogwood_tree,king,young student reading a book beneath a dogwood tree,2,True
char__graveyard_keeper_who_lives_across_the_yard,char__homeless,graveyard keeper who lives across the yard,homeless,1,False
char__townsperson,char__villager,townsperson,villager,2,False
char__cockroach,char__vagabond,cockroach,vagabond,1,False
char__cavalry,char__mosquito,cavalry,mosquito,1,False
char__families,char__lost_traveler,families,lost traveler,1,False
char__grandfather,char__mother,grandfather,mother,2,False
char__mistress,char__peasant,mistress,peasant,1,False
char__deer,char__person,deer,person,3,False
char__mate,char__merchant,mate,merchant,2,False
char__assistant_chef,char__milk_maid,assistant chef,milk maid,2,False
char__fish,char__lizards,fish,lizards,1,False
char__butt,char__hound,butt,hound,1,False
char__knight,char__lands_lord,knight,lands lord,1,False
char__blacksmith,char__wife,blacksmith,wife,1,False
char__guy_with_the_key_when_he_lets_in_the_king,char__queen,guy with the key when he lets in the king,queen,1,False
char__patron,char__there_is_the_lighthouse_keeper_on_his_daily_walk_up_the_boardwalk,patron,there is the lighthouse keeper on his daily walk up the boardwalk,1,False
char__person,char__tern,person,tern,1,False
char__ghosts_of_previous_occupants,char__jailer,ghosts of previous occupants,jailer,1,False
char__mayor,char__performer,mayor,performer,1,False
char__footman,char__person,footman,person,2,False
char__electric_eel,char__people,electric eel,people,1,False
char__child,char__person,child,person,9,False
char__court_jester,char__person,court jester,person,1,False
char__jesters,char__person,jesters,person,3,False
char__groom,char__king,groom,king,1,True
char__butt,char__people_saved_by_the_paladinsa,butt,people saved by the paladinsa,1,False
char__blacksmith_apprentice,char__farmers,blacksmith apprentice,farmers,1,False
char__cat,char__pirate,cat,pirate,2,False
char__bighorn_sheep,char__hiker,bighorn sheep,hiker,4,False
char__choir_member,char__churchgoer,choir member,churchgoer,1,False
char__old_gnaisha,char__sioux_chef,old gnaisha,sioux chef,1,False
char__pope,char__resting_travelers,pope,resting travelers,1,False
char__horse,char__officer,horse,officer,1,False
char__executioners,char__king,executioners,king,2,True
char__dragon,char__servant,dragon,servant,2,False
char__enchantress,char__talking_cat,enchantress,talking cat,1,False
char__alter_boy,char__rat_chews_on_a_dropped_hymnbook,alter boy,rat chews on a dropped hymnbook,1,False
char__trolls,char__zombie,trolls,zombie,1,False
char__animal_such_as_a_cat,char__servant,animal such as a cat,servant,1,False
char__lizards,char__tadpole,lizards,tadpole,2,False
char__chef,char__knight,chef,knight,1,False
char__bird,char__maid,bird,maid,1,False
char__clergy,char__local_villagers,clergy,local villagers,1,False
char__frightened_rat,char__jester,frightened rat,jester,1,False
char__horse,char__noble,horse,noble,3,False
char__king,char__stable_hands,king,stable hands,1,True
char__scullions,char__tavern_owner,scullions,tavern owner,1,False
char__groom,char__torturer,groom,torturer,1,False
char__carpenter,char__gardener,carpenter,gardener,3,False
char__knight,char__troll_s_spouse,knight,troll's spouse,2,False
char__cowardly_guard_nervously_awaiting_an_attack,char__king_s_guardsmen,cowardly guard nervously awaiting an attack,king's guardsmen,2,False
char__bat,char__chicken,bat,chicken,1,False
char__bat,char__caretaker,bat,caretaker,1,False
char__guard,char__otter,guard,otter,1,False
char__friend_of_farmer,char__pig,friend of farmer,pig,1,False
char__mouse,char__scorpion,mouse,scorpion,1,False
char__child,char__foreigner,child,foreigner,2,False
char__king,char__master_at_arms,king,master at arms,2,True
char__parrot,char__seagull,parrot,seagull,1,False
char__executioner,char__princess,executioner,princess,1,False
char__king_visiting_the_shipyard,char__maid,king visiting the shipyard,maid,1,False
char__ladies,char__villager,ladies,villager,3,False
char__loving_wife,char__well_off_business_man,loving wife,well off business man,2,False
char__farmer_bob,char__farmer_bob_s_wife,farmer bob,farmer bob's wife,1,False
char__mouse,char__spiders,mouse,spiders,1,False
char__bear,char__witch,bear,witch,1,False
char__fool,char__villagers,fool,villagers,2,False
char__miner,char__thief,miner,thief,3,False
char__dogs,char__guard,dogs,guard,4,False
char__insect,char__witch,insect,witch,1,False
char__person,char__scholar,person,scholar,3,False
char__large_spider_high_in_one_corner,char__pelican,large spider high in one corner,pelican,1,False
char__mouse,char__rabbit,mouse,rabbit,1,False
char__customer,char__mysterious_owner,customer,mysterious owner,1,False
char__horse,char__townsperson,horse,townsperson,4,False
char__hawk,char__wizard,hawk,wizard,2,False
char__daughter,char__warden,daughter,warden,1,False
char__peasant,char__rabbit,peasant,rabbit,2,False
char__maester,char__scribe,maester,scribe,4,False
char__royal,char__zombies,royal,zombies,1,False
char__garden_dog,char__sailor,garden dog,sailor,1,False
char__monkey_friend,char__residents_of_the_cottage,monkey friend,residents of the cottage,1,False
char__donkey,char__milkmaid,donkey,milkmaid,1,False
char__dragonfly,char__stray_cat_sun_bathing,dragonfly,stray cat sun-bathing,1,False
char__gravedigger,char__rat,gravedigger,rat,2,False
char__guest,char__royal_chef,guest,royal chef,2,False
char__man,char__wife,man,wife,3,False
char__guard,char__spiders,guard,spiders,1,False
char__beaver,char__egyptians,beaver,egyptians,1,False
char__empress,char__prince,empress,prince,1,False
char__poet_who_recites_his_best_work,char__their_family,poet who recites his best work,their family,2,False
char__rabbit,char__sheep,rabbit,sheep,1,False
char__ghost,char__prisoner,ghost,prisoner,4,False
char__member,char__town_sheriff,member,town sheriff,1,False
char__animal,char__deer,animal,deer,4,False
char__lady_in_waiting,char__servant,lady in waiting,servant,1,False
char__chained_cat,char__member,chained cat,member,2,False
char__dog,char__hunter,dog,hunter,9,False
char__manservant,char__priest,manservant,priest,1,False
char__dwarf,char__rodent,dwarf,rodent,1,False
char__garden_dog,char__man_sleeping_inside,garden dog,man sleeping inside,1,False
char__flirty_barmaid,char__man,flirty barmaid,man,2,False
char__bug,char__thing,bug,thing,1,False
char__deckhand,char__mad_king,deckhand,mad king,1,False
char__demon,char__family,demon,family,1,False
char__daughter,char__grandmother,daughter,grandmother,1,False
char__local,char__worshipper,local,worshipper,1,False
char__guard,char__kings,guard,kings,1,False
char__old_gnaisha,char__peasant,old gnaisha,peasant,3,False
char__denizen,char__veteran,denizen,veteran,2,False
char__monk,char__people_saved_by_the_paladinsa,monk,people saved by the paladinsa,1,False
char__fish,char__villager,fish,villager,3,False
char__guard,char__runaway,guard,runaway,1,False
char__gardener,char__leader,gardener,leader,1,False
char__cooks,char__vulture,cooks,vulture,1,False
char__farmers,char__owner,farmers,owner,3,False
char__nobel,char__villager,nobel,villager,1,False
char__merchant,char__princess,merchant,princess,1,False
char__resting_travelers,char__sailor,resting travelers,sailor,3,False
char__farmers,char__ghost,farmers,ghost,1,False
char__bloodied_prisoner,char__farmers,bloodied prisoner,farmers,1,False
char__bird,char__rat,bird,rat,2,False
char__god,char__wizard,god,wizard,1,False
char__pheasant,char__queen,pheasant,queen,4,False
char__bat,char__bug,bat,bug,5,False
char__bird,char__family_member,bird,family member,1,False
char__troll_s_spouse,char__visitor,troll's spouse,visitor,1,False
char__castle_guard,char__servant,castle guard,servant,1,False
char__rabbit,char__snakes,rabbit,snakes,1,False
char__guard,char__mariner,guard,mariner,6,False
char__fisherman,char__flirty_barmaid,fisherman,flirty barmaid,1,False
char__goblin,char__worshipper,goblin,worshipper,1,False
char__businessman,char__prisoner,businessman,prisoner,1,False
char__dragon,char__father,dragon,father,1,False
char__beggar,char__villager,beggar,villager,1,False
char__animal,char__monk,animal,monk,1,False
char__family_member,char__ghost,family member,ghost,1,False
char__cardinal,char__person,cardinal,person,1,False
char__grave_digger,char__person,grave digger,person,1,False
char__bluebird,char__tribe_chief,bluebird,tribe chief,1,False
char__dragon,char__turtle_can_t_escape_fast_enough_to_avoid_being_eaten,dragon,turtle can't escape fast enough to avoid being eaten,1,False
char__princess,char__servant,princess,servant,6,False
char__bird,char__farmers,bird,farmers,1,False
char__curious_boy,char__tower,curious boy,tower,1,False
char__humble_knight,char__pet,humble knight,pet,1,False
char__horse_tied_up_in_front_of_a_shop,char__man_sleeping_inside,horse tied up in front of a shop,man sleeping inside,1,False
char__merchant,char__shipwrecked_survivor,merchant,shipwrecked survivor,1,False
char__deity,char__member,deity,member,1,False
char__donkey,char__sheep,donkey,sheep,1,False
char__king_and_queen,char__sailor,king and queen,sailor,1,False
char__scorpion,char__vulture,scorpion,vulture,1,False
char__horse,char__visitor,horse,visitor,1,False
char__seagull,char__traveler,seagull,traveler,2,False
char__librarian,char__masons,librarian,masons,1,False
char__noble,char__vagrant,noble,vagrant,1,False
char__groom_of_the_stool,char__pet_dog,groom of the stool,pet dog,1,False
char__blacksmith,char__resident,blacksmith,resident,6,False
char__gardener,char__mother,gardener,mother,1,False
char__ghost,char__gypsy,ghost,gypsy,1,False
char__roach,char__songbird,roach,songbird,1,False
char__lady_of_the_house_coming_to_greet_you,char__nun,lady of the house coming to greet you,nun,1,False
char__altar_boy,char__nuns,altar boy,nuns,2,False
char__merchant,char__spirit,merchant,spirit,1,False
char__servant,char__subject,servant,subject,1,False
char__chained_cat,char__knight,chained cat,knight,2,False
char__cat,char__soldier,cat,soldier,2,False
char__captain_of_the_guard,char__kings,captain of the guard,kings,1,False
char__butler,char__peasant,butler,peasant,1,False
char__person,char__sacrifice,person,sacrifice,1,False
char__pig,char__roach,pig,roach,1,False
char__bird,char__hunter,bird,hunter,2,False
char__cleaning_person,char__thief,cleaning person,thief,1,False
char__flirty_barmaid,char__servant,flirty barmaid,servant,3,False
char__pheasant,char__sailor,pheasant,sailor,1,False
char__merchant,char__servant,merchant,servant,4,False
char__guest,char__musician,guest,musician,5,False
char__head_priest,char__wolf,head priest,wolf,1,False
char__ice_king,char__tavern_owner,ice king,tavern owner,1,False
char__congregant,char__woman,congregant,woman,1,False
char__future_heir_to_the_throne,char__person,future heir to the throne,person,1,False
char__clergyman,char__royal_family,clergyman,royal family,1,False
char__scorpion,char__traveler,scorpion,traveler,3,False
char__hero,char__knight,hero,knight,1,False
char__chef,char__king,chef,king,5,True
char__alchemist,char__grandmother,alchemist,grandmother,1,False
char__armorer,char__water_monster,armorer,water monster,1,False
char__bird,char__worms,bird,worms,2,False
char__agricultural_advisor,char__rat,agricultural advisor,rat,1,False
char__snakes,char__swimmer,snakes,swimmer,1,False
char__general,char__soldier,general,soldier,9,False
char__hunter,char__serving_boy,hunter,serving boy,1,False
char__child,char__rat,child,rat,1,False
char__priest,char__worshiper,priest,worshiper,6,False
char__brother,char__traveler,brother,traveler,1,False
char__parishioner,char__trolls,parishioner,trolls,1,False
char__priest,char__student,priest,student,1,False
char__fisherman,char__town_game_warden,fisherman,town game warden,1,False
char__his_wife,char__maid,his wife,maid,1,False
char__preacher,char__residents_of_the_cottage,preacher,residents of the cottage,1,False
char__butler,char__child,butler,child,1,False
char__royal,char__thief,royal,thief,5,False
char__chicken,char__parishioner,chicken,parishioner,1,False
char__cavalry,char__ghost,cavalry,ghost,1,False
char__ghost,char__vulture,ghost,vulture,1,False
char__mourner,char__small_living_thing,mourner,small living thing,1,False
char__maid,char__princess,maid,princess,2,False
char__leader,char__vendor,leader,vendor,1,False
char__bandit,char__pastor,bandit,pastor,1,False
char__fairy,char__wise_men,fairy,wise men,1,False
char__bat_queen,char__farmer,bat queen,farmer,1,False
char__doctor,char__king_s_horses,doctor,king's horses,1,False
char__chambermaid,char__student,chambermaid,student,1,False
char__crow,char__orc,crow,orc,1,False
char__drunk_reeling_out_of_the_saloon,char__horse_tied_up_in_front_of_a_shop,drunk reeling out of the saloon,horse tied up in front of a shop,2,False
char__cow,char__worker,cow,worker,1,False
char__grandfather,char__server,grandfather,server,1,False
char__hunter,char__queen_s,hunter,queen's,1,False
char__homeless_man,char__vagabond,homeless man,vagabond,2,False
char__creature,char__local_bazaar,creature,local bazaar,1,False
char__genie,char__worms,genie,worms,1,False
char__parishioner,char__worker,parishioner,worker,1,False
char__priest,char__villager,priest,villager,2,False
char__family,char__guest,family,guest,5,False
char__priests,char__watchman,priests,watchman,3,False
char__beast,char__traveller,beast,traveller,1,False
char__deity,char__family_member,deity,family member,1,False
char__sea_witch,char__talking_crab,sea witch,talking crab,1,False
char__lady_in_waiting,char__person,lady in waiting,person,2,False
char__child,char__gravedigger,child,gravedigger,1,False
char__character,char__policeman_walking_a_beat,character,policeman walking a beat,2,False
char__challenger,char__royalty,challenger,royalty,2,False
char__king,char__supplicant,king,supplicant,1,True
char__bishop,char__rat,bishop,rat,1,False
char__enemy,char__rat,enemy,rat,1,False
char__groundskeepers,char__person,groundskeepers,person,1,False
char__prisoner,char__therapist,prisoner,therapist,1,False
char__bigfoot,char__king,bigfoot,king,1,True
char__dragon_who_breathes_fire_and_won_t_let_her_out,char__messenger,dragon who breathes fire and won't let her out,messenger,1,False
char__bird,char__horse,bird,horse,3,False
char__master_wizard,char__wizard_s_assistant,master wizard,wizard's assistant,1,False
char__noble,char__villager,noble,villager,2,False
char__musician,char__mystical_lion,musician,mystical lion,1,False
char__bartender,char__dogs,bartender,dogs,2,False
char__bluebird,char__cricket,bluebird,cricket,1,False
char__ghost,char__spelunker,ghost,spelunker,1,False
char__admiral,char__captain_of_the_guard,admiral,captain of the guard,1,False
char__archer,char__assassin,archer,assassin,1,False
char__gardener_pulling_weeds,char__queen,gardener pulling weeds,queen,2,False
char__clergyman,char__priest_in_ornate_robes,clergyman,priest in ornate robes,1,False
char__child,char__mischievous_teenager,child,mischievous teenager,1,False
char__man,char__mother,man,mother,1,False
char__bigfoot,char__snakes,bigfoot,snakes,1,False
char__goblin,char__wall_repairman,goblin,wall repairman,2,False
char__spider,char__worms,spider,worms,1,False
char__adults,char__chief_wife,adults,chief wife,1,False
char__customer,char__thief,customer,thief,2,False
char__child,char__farm_worker,child,farm worker,1,False
char__beggar,char__witch,beggar,witch,1,False
char__captain,char__pilgrims,captain,pilgrims,1,False
char__chef,char__pastry_chef,chef,pastry chef,1,False
char__albino_fish_totally_blind_swims_in_a_tiny_pool,char__altar_boy,albino fish totally blind swims in a tiny pool,altar boy,2,False
char__knight,char__soldiers,knight,soldiers,1,False
char__smith,char__wife,smith,wife,1,False
char__guy_with_the_key_when_he_lets_in_the_king,char__sword_makers,guy with the key when he lets in the king,sword makers,1,False
char__bat_queen,char__snake,bat queen,snake,1,False
char__animal,char__mice,animal,mice,1,False
char__grandmother,char__person,grandmother,person,1,False
char__audience_member,char__performer,audience member,performer,2,False
char__dog,char__men_and_women_working,dog,men and women working,1,False
char__angel,char__person,angel,person,8,False
char__hunter,char__vagrant,hunter,vagrant,1,False
char__fellow_traveler,char__person,fellow traveler,person,1,False
char__laborsmen,char__townsperson,laborsmen,townsperson,2,False
char__priest,char__raccoon,priest,raccoon,1,False
char__beggar,char__dog,beggar,dog,1,False
char__old_wizened_priestess,char__scorpions,old wizened priestess,scorpions,1,False
char__churchgoer,char__priest,churchgoer,priest,1,False
char__deity,char__woman,deity,woman,2,False
char__homeless_person,char__witch,homeless person,witch,1,False
char__sister,char__witch,sister,witch,1,False
char__king,char__wild_boar,king,wild boar,1,True
char__stray_dogs,char__townperson,stray dogs,townperson,3,False
char__chicken,char__man,chicken,man,4,False
char__spider,char__turtles,spider,turtles,1,False
char__chef,char__king_and_queen,chef,king and queen,1,False
char__choir_member,char__local_villagers,choir member,local villagers,2,False
char__fighter,char__soldier,fighter,soldier,1,False
char__alchemist,char__frightened_rat,alchemist,frightened rat,1,False
char__big_sheep_like_brown_dog,char__nurse,big sheep-like brown dog,nurse,2,False
char__mouse,char__stable_hands,mouse,stable hands,1,False
char__serving_wench,char__tavern_owner,serving wench,tavern owner,2,False
char__troll,char__troll_s_spouse,troll,troll's spouse,1,False
char__girl,char__king_s_guardsman,girl,king's guardsman,2,False
char__craftsman,char__economist,craftsman,economist,2,False
char__mayor,char__recently_tortured,mayor,recently tortured,1,False
char__caretaker,char__fairy,caretaker,fairy,1,False
char__old_one_eyed_owl,char__queen,old one-eyed owl,queen,1,False
char__guard,char__torture_master,guard,torture master,1,False
char__fish,char__town_game_warden,fish,town game warden,1,False
char__high_priest_reading_an_arcane_book,char__spider,high priest reading an arcane book,spider,2,False
char__cowardly_guard_nervously_awaiting_an_attack,char__woman_gathering_supplies,cowardly guard nervously awaiting an attack,woman gathering supplies,1,False
char__captain,char__parrot,captain,parrot,1,False
char__cook,char__magical_being,cook,magical being,1,False
char__sons,char__wealthy_bookshop_owner,sons,wealthy bookshop owner,2,False
char__farmer_bob_s_wife,char__villager,farmer bob's wife,villager,2,False
char__archaeologists,char__army,archaeologists,army,1,False
char__no_one,char__stinging_scorpion,no one,stinging scorpion,1,False
char__jacob,char__jacob_s_son,jacob,jacob's son,1,False
char__old_homeless_man,char__thief,old homeless man,thief,2,False
char__lizards,char__person,lizards,person,2,False
char__dogs,char__peasant,dogs,peasant,3,False
char__archer,char__gypsy,archer,gypsy,1,False
char__exiled_person,char__spider,exiled person,spider,1,False
char__book_keeper,char__person,book keeper,person,3,False
char__family_member,char__gamekeeper,family member,gamekeeper,1,False
char__mouse,char__wench,mouse,wench,3,False
char__magician,char__owner,magician,owner,1,False
char__chamber_maid,char__king,chamber maid,king,2,True
char__horse,char__servant,horse,servant,2,False
char__hawk,char__rat,hawk,rat,2,False
char__archer,char__soldiers,archer,soldiers,2,False
char__family_member,char__visitor,family member,visitor,1,False
char__guard,char__warden,guard,warden,1,False
char__child,char__resident,child,resident,1,False
char__spider,char__vagrants,spider,vagrants,2,False
