object_id,normalized_name,canonical_name,object_count,episode_count,is_background_object,is_story_relevant_candidate
obj__training_apparatus__79a6a944,training apparatus,Training Apparatus,245,16,False,False
obj__wood_floor__83e72887,wood floor,Wood Floor,85,7,False,False
obj__lavender__153fa526,lavender,Lavender,140,14,False,False
obj__rabbit_fur_coverlet__09a1e10f,rabbit fur coverlet,Rabbit Fur Coverlet,66,7,False,False
obj__watering_can__2d4f3e6f,watering can,Watering Can,159,13,False,False
obj__eggs__ab92d9fa,eggs,Eggs,174,21,False,False
obj__milk__ecbdb882,milk,Milk,172,20,False,False
obj__cow__81566e98,cow,Cow,556,40,False,False
obj__large_pile_of_hay__3b874c4d,large pile of hay,Large Pile Of Hay,220,20,False,False
obj__cactus__42239b83,cactus,Cactus,610,49,False,False
obj__bookshelves__c9b925be,bookshelves,Bookshelves,293,21,False,False
obj__ornate_desk__dc4f0799,ornate desk,Ornate Desk,293,21,False,False
obj__elderberry__8625dc8c,elderberry,Elderberry,235,21,False,False
obj__squat_chair_with_a_high_back__626e17ba,squat chair with a high back,Squat Chair With A High Back,520,21,False,False
obj__handle__e1260894,handle,Handle,150,12,False,False
obj__pier__c72e2158,pier,Pier,255,20,False,False
obj__beach__7193529a,beach,Beach,510,20,False,False
obj__fine_white_sand__dafdfa7e,fine white sand,Fine White Sand,255,20,False,False
obj__gigantic_and_lavish_marble_pier__0bf8a9b3,gigantic and lavish marble pier,Gigantic And Lavish Marble Pier,255,20,False,False
obj__small_door__0fe2fb71,small door,Small Door,532,19,False,False
obj__sewer__a8891c8e,sewer,Sewer,266,20,False,False
obj__sand_dune__24550f43,sand dune,Sand Dune,120,9,False,False
obj__meadow__07a42035,meadow,Meadow,337,25,False,False
obj__wooden_floors__57d5f2f7,wooden floors,Wooden Floors,267,20,False,False
obj__woodland__f6216ab8,woodland,Woodland,267,20,False,False
obj__spiral_staircase__031e4915,spiral staircase,Spiral Staircase,267,20,False,False
obj__wooden_platform__5cf03d2b,wooden platform,Wooden Platform,244,19,False,False
obj__platform__34a6e5d6,platform,Platform,244,19,False,False
obj__beach_house__64bd4f8d,beach house,Beach House,287,18,False,False
obj__it_s_door__a8f6e193,it's door,It'S Door,231,18,False,False
obj__hole__de97e75e,hole,Hole,371,28,False,False
obj__watering_buckets__c14993d1,watering buckets,Watering Buckets,169,14,False,False
obj__cattle__bd5f4b04,cattle,Cattle,126,9,False,False
obj__hunting_rifles__ad8ad349,hunting rifles,Hunting Rifles,115,11,False,False
obj__set__cdaeeeba,set,Set,252,19,False,False
obj__hymnbook__4c06da20,hymnbook,Hymnbook,84,7,False,False
obj__back_row_seat__dd01b781,back row seat,Back Row Seat,266,19,False,False
obj__cobblestone__e5ee4c19,cobblestone,Cobblestone,347,29,False,False
obj__dune__cabdb101,dune,Dune,211,18,False,False
obj__street__1f4a9685,street,Street,428,35,False,False
obj__spike__a60e7822,spike,Spike,386,29,False,False
obj__foot_print__f2718daf,foot print,Foot Print,121,9,False,False
obj__skins__ada1fd05,skins,Skins,93,9,False,False
obj__leather_cloth__674a4e2b,leather cloth,Leather Cloth,115,11,False,False
obj__statue_of_a_god__4d7a3231,statue of a god,Statue Of A God,244,20,False,False
obj__weaponry__55c11277,weaponry,Weaponry,84,7,False,False
obj__musty_shelves__fd76e99e,musty shelves,Musty Shelves,288,19,False,False
obj__bridge__98ac6b4b,bridge,Bridge,395,31,False,False
obj__dusty_picture__a1ff1900,dusty picture,Dusty Picture,129,10,False,False
obj__carpet_piece__5fee0847,carpet piece,Carpet Piece,266,19,False,False
obj__temple_of_the_gods__c3f3d5d5,temple of the gods,Temple Of The Gods,233,19,False,False
obj__temple_entrance__71ae50b0,temple entrance,Temple Entrance,233,19,False,False
obj__cement__c6d3456c,cement,Cement,100,9,False,False
obj__lush_green_vegetation__596d4a54,lush green vegetation,Lush Green Vegetation,223,17,False,False
obj__pine_cone__70fd7f29,pine cone,Pine Cone,210,16,False,False
obj__hand_carved_30_person_kings_dining_table__7127d203,hand carved 30 person kings dining table,Hand Carved 30 Person Kings Dining Table,254,19,False,False
obj__gold_plated_dome__a60be98f,gold plated dome,Gold Plated Dome,254,19,False,True
obj__hand_woven_rug__483828c9,hand woven rug,Hand Woven Rug,254,19,False,False
obj__tack_room__f10918c1,tack room,Tack Room,162,12,False,False
obj__rusty_gate__bb21d8ec,rusty gate,Rusty Gate,163,12,False,False
obj__quiver__5ae271c6,quiver,Quiver,92,7,False,False
obj__grape_juice__0cf7fae6,grape juice,Grape Juice,143,12,False,False
obj__holder__a403f799,holder,Holder,229,19,False,False
obj__ritual_dagger__5135a6e3,ritual dagger,Ritual Dagger,179,22,False,True
obj__hard_wooden_chair_under_the_eaves__c20e22fa,hard wooden chair under the eaves,Hard Wooden Chair Under The Eaves,11,1,False,False
obj__higher_elevations__8b8907eb,higher elevations,Higher Elevations,252,18,False,False
obj__water_in_the_sky__959372a9,water in the sky,Water In The Sky,234,18,False,False
obj__rainfall__6a14d6e8,rainfall,Rainfall,252,18,False,False
obj__heavy_blanket__a0a97a12,heavy blanket,Heavy Blanket,103,9,False,False
obj__steel_statue__106172e1,steel statue,Steel Statue,240,19,False,False
obj__trough__bdd00dfe,trough,Trough,141,11,False,False
obj__small_wooden_structure__2eb6e08b,small wooden structure,Small Wooden Structure,214,18,False,False
obj__wood_flooring__8ed44a5e,wood flooring,Wood Flooring,214,18,False,False
obj__road__3c68cbe4,road,Road,766,43,False,False
obj__sign_saying_apothecary__b058c223,sign saying apothecary,Sign Saying Apothecary,70,5,False,False
obj__buildings__a1b0311b,buildings,Buildings,204,15,False,False
obj__angel__f4f068e7,angel,Angel,97,8,False,False
obj__rope_bridge__657c3187,rope bridge,Rope Bridge,84,6,False,False
obj__grain__c7730632,grain,Grain,157,16,False,False
obj__hats__f4efffe4,hats,Hats,200,18,False,False
obj__shoes__b0a8b6f8,shoes,Shoes,206,16,False,False
obj__single_bulb_of_light__babcad85,single bulb of light,Single Bulb Of Light,180,14,False,False
obj__fan__50bd8c21,fan,Fan,182,16,False,False
obj__welcome_mat__fc0d07ca,welcome mat,Welcome Mat,180,14,False,False
obj__coat__77eaa26c,coat,Coat,166,15,False,False
obj__wet_outer_wear__e4457038,wet outer wear,Wet Outer Wear,180,14,False,False
obj__brush__68f6f171,brush,Brush,75,10,False,False
obj__grape__b781cbb2,grape,Grape,122,13,False,False
obj__corroded_vessels_placed__8e9f38a4,corroded vessels placed,Corroded Vessels Placed,183,14,False,False
obj__art__2c5f64ab,art,Art,458,36,False,False
obj__silver_incense_burner__040b94a3,silver incense burner,Silver Incense Burner,74,8,False,False
obj__compass__869d7b08,compass,Compass,105,14,False,False
obj__dart_board__0c91e73a,dart board,Dart Board,203,16,False,False
obj__wooden_stools__6111c2ce,wooden stools,Wooden Stools,139,11,False,False
obj__stand__945b93f3,stand,Stand,114,9,False,False
obj__huge_statue__fd0902e7,huge statue,Huge Statue,212,16,False,False
obj__ornate_statue__a19f003c,ornate statue,Ornate Statue,212,16,False,False
obj__scepter__02ba5e71,scepter,Scepter,209,27,False,False
obj__golden_table__cc813c36,golden table,Golden Table,250,20,False,False
obj__gold_clothing__aa9cca1f,gold clothing,Gold Clothing,197,20,False,True
obj__large_wooden_door_with_iron_hardware__7decb632,large wooden door with iron hardware,Large Wooden Door With Iron Hardware,14,1,False,False
obj__honeysuckle_has_been_allowed_to_climb_the_garden_wall__bd461135,honeysuckle has been allowed to climb the garden wall,Honeysuckle Has Been Allowed To Climb The Garden Wall,6,1,False,False
obj__money_box__3c5aca86,money box,Money Box,163,13,False,False
obj__bag_of_herbs__92ed6778,bag of herbs,Bag Of Herbs,165,18,False,False
obj__garden_bench__56179ef4,garden bench,Garden Bench,83,7,False,False
obj__flowerpot__aba0ef9e,flowerpot,Flowerpot,102,9,False,False
obj__fresh_red_paint__a602708e,fresh red paint,Fresh Red Paint,198,19,False,False
obj__loft__428c6692,loft,Loft,261,19,False,False
obj__ladder__4fbf0df9,ladder,Ladder,261,19,False,False
obj__pitch_fork__6304a2f7,pitch fork,Pitch Fork,54,8,False,False
obj__seashell__1c2123d7,seashell,Seashell,175,17,False,False
obj__sea_glass__90849e38,sea glass,Sea Glass,148,12,False,False
obj__paddle__a13afceb,paddle,Paddle,198,18,False,False
obj__plant_life__badbc2cf,plant-life,Plant-Life,91,9,False,False
obj__metal_meal_tray__a90a21a7,metal meal tray,Metal Meal Tray,110,9,False,False
obj__reptile__74790f43,reptile,Reptile,87,9,False,False
obj__child__1b7d5726,child,Child,62,7,False,False
obj__goblet__2c7ff6e4,goblet,Goblet,331,35,False,False
obj__crate__dd4827af,crate,Crate,470,41,False,False
obj__various_diamonds__4ba2c6a6,various diamonds,Various Diamonds,218,17,False,False
obj__gold_laced_furniture__4a2ba3fd,gold-laced furniture,Gold-Laced Furniture,280,17,False,False
obj__portraits__0e1a7094,portraits,Portraits,238,17,False,False
obj__self_portrait__e43e2945,self-portrait,Self-Portrait,238,17,False,False
obj__long_wooden_table__f4fe208e,long wooden table,Long Wooden Table,98,7,False,False
obj__magic_book__56b3a09c,magic book,Magic Book,110,10,False,True
obj__chicken_coop__6afcba65,chicken coop,Chicken Coop,98,7,False,False
obj__bog__e07cd172,bog,Bog,70,5,False,False
obj__reeds__fcc2b501,reeds,Reeds,360,24,False,False
obj__pail__8e218227,pail,Pail,72,6,False,False
obj__rake__058cc845,rake,Rake,200,24,False,False
obj__giant_club__eebfe170,giant club,Giant Club,65,12,False,False
obj__comfortable_cushion__175a4fa8,comfortable cushion,Comfortable Cushion,174,20,False,False
obj__king_s_flagon__6999e14b,king's flagon,King'S Flagon,83,10,False,False
obj__pile_of_treasure__1068050a,pile of treasure,Pile Of Treasure,498,18,False,True
obj__vulture__f7a13e18,vulture,Vulture,337,25,False,False
obj__crevice__67f4ee23,crevice,Crevice,446,33,False,False
obj__pelican__dcd32506,pelican,Pelican,240,19,False,False
obj__piling__7978ee8f,piling,Piling,240,19,False,False
obj__peasant__0ef44d86,peasant,Peasant,240,19,False,False
obj__bottle_of_sacramental_wine__24cad21a,bottle of sacramental wine,Bottle Of Sacramental Wine,71,8,False,False
obj__pic_axe__0cf49548,pic axe,Pic Axe,134,11,False,False
obj__mop_bucket__a6ac44ec,mop bucket,Mop Bucket,200,19,False,False
obj__stone_arch__70c26664,stone arch,Stone Arch,208,18,False,False
obj__cabin__92faafe2,cabin,Cabin,185,17,False,False
obj__cuff__59d3b7da,cuff,Cuff,65,7,False,False
obj__gold_cup__1a784123,gold cup,Gold Cup,314,27,False,True
obj__huge_bed__ff7828da,huge bed,Huge Bed,252,18,False,False
obj__red_wine__07d4b2aa,red wine,Red Wine,280,18,False,False
obj__silk__5339078d,silk,Silk,227,18,False,False
obj__bedding__6e15ca28,bedding,Bedding,376,29,False,False
obj__beached_row_boat__d85032d1,beached row boat,Beached Row Boat,77,7,False,False
obj__small_burning_candle__6569aa16,small burning candle,Small Burning Candle,100,9,False,False
obj__ornate_table__b129d90b,ornate table,Ornate Table,101,8,False,False
obj__large_shelf__a5b0b65c,large shelf,Large Shelf,290,19,False,False
obj__vial__808e7e17,vial,Vial,310,33,False,False
obj__small_pots__2ef16f01,small pots,Small Pots,262,19,False,False
obj__roaring_fireplace__b96baf11,roaring fireplace,Roaring Fireplace,150,11,False,False
obj__scrolls__3543d1f6,scrolls,Scrolls,210,21,False,False
obj__head__96e89a29,head,Head,154,12,False,False
obj__raggedy_bible__6cddb936,raggedy bible,Raggedy Bible,56,6,False,False
obj__torture_instrument__34de683a,torture instrument,Torture Instrument,204,18,False,False
obj__dinner_table__e244b34b,dinner table,Dinner Table,308,26,False,False
obj__place_mat__05cb36f0,place mat,Place Mat,217,18,False,False
obj__sandy_beach__81d445db,sandy beach,Sandy Beach,205,15,False,False
obj__wheelbarrow__bfbdadcb,wheelbarrow,Wheelbarrow,157,12,False,False
obj__gardening_equipment__c63ad06b,gardening equipment,Gardening Equipment,227,17,False,False
obj__broken_vase__1affa941,broken vase,Broken Vase,122,10,False,False
obj__high_grass__8365620f,high grass,High Grass,254,18,False,False
obj__dense_fog__c49073e3,dense fog,Dense Fog,226,18,False,False
obj__wind__7e25b972,wind,Wind,341,27,False,False
obj__graveyard__7b3ab674,graveyard,Graveyard,226,18,False,False
obj__old_broom__50873bf9,old broom,Old Broom,210,18,False,False
obj__bucket_for_eliminating_waste__2371ab3a,bucket for eliminating waste,Bucket For Eliminating Waste,228,19,False,False
obj__bench_made_of_stone__4e6a3f37,bench made of stone,Bench Made Of Stone,267,19,False,False
obj__sheet__7b03871d,sheet,Sheet,70,5,False,False
obj__jug_that_holds_the_wine_the_servants_fill_glasses_with__aa5ad5a7,jug that holds the wine the servants fill glasses with,Jug That Holds The Wine The Servants Fill Glasses With,5,1,False,False
obj__anvil__6090177f,anvil,Anvil,269,20,False,False
obj__fishing_net__4b180e39,fishing net,Fishing Net,255,28,False,False
obj__candy_shop__7b16bcac,candy shop,Candy Shop,217,17,False,False
obj__general_store__53a8fbb0,general store,General Store,217,17,False,False
obj__broom__5bfab488,broom,Broom,198,23,False,False
obj__beaten_copper_pot__62d08e67,beaten copper pot,Beaten Copper Pot,164,17,False,False
obj__fur_skin_rug__06b6c3a7,fur skin rug,Fur Skin Rug,208,17,False,False
obj__treasure_map__ed5c105a,treasure map,Treasure Map,57,9,False,True
obj__talisman__54466dc2,talisman,Talisman,206,17,False,False
obj__cursed_amulet__573403c6,cursed amulet,Cursed Amulet,200,17,False,False
obj__ware__f52845d1,ware,Ware,210,17,False,False
obj__letter__f5b75010,letter,Letter,208,17,False,True
obj__hut__a11c6523,hut,Hut,202,15,False,False
obj__pitchfork__ca9bc2a0,pitchfork,Pitchfork,496,45,False,False
obj__artwork__431a210e,artwork,Artwork,295,22,False,False
obj__grey_stone__5d91f1e6,grey stone,Grey Stone,99,9,False,False
obj__crack__463c8a75,crack,Crack,197,15,False,False
obj__thorn_bush__dc9a5bd4,thorn bush,Thorn Bush,84,6,False,False
obj__merchandise__93d1fa1b,merchandise,Merchandise,207,15,False,False
obj__kettle__a442b546,kettle,Kettle,243,20,False,False
obj__medicine__d9e5d212,medicine,Medicine,179,14,False,False
obj__grappling_hook__aa3f0428,grappling hook,Grappling Hook,88,8,False,False
obj__holy_water__065d956e,holy water,Holy Water,123,13,False,False
obj__sculptures__3b80b907,sculptures,Sculptures,132,11,False,False
obj__empty_fish_tank__f16636ac,empty fish tank,Empty Fish Tank,126,9,False,False
obj__mining_cart__b356e4a2,mining cart,Mining Cart,137,10,False,False
obj__bell_tower__53496f39,bell tower,Bell Tower,47,4,False,False
obj__key__3c6e0b8a,key,Key,280,27,False,True
obj__escape_tunnel__1b49b7eb,escape tunnel,Escape Tunnel,240,19,False,False
obj__dead_body__6d339e07,dead body,Dead Body,66,7,False,False
obj__glitter__817e2b1d,glitter,Glitter,97,12,False,False
obj__flask__319c3206,flask,Flask,88,8,False,False
obj__bright_colored_curtains__e86250ee,bright colored curtains,Bright Colored Curtains,126,10,False,False
obj__tulip__0ae57c94,tulip,Tulip,199,19,False,False
obj__fishing_rod__f60fbe02,fishing rod,Fishing Rod,239,27,False,False
obj__baptismal_font__73e4d1b8,baptismal font,Baptismal Font,108,8,False,False
obj__broken_tool__1407371c,broken tool,Broken Tool,146,12,False,False
obj__priceless_pieces_of_art__fceec9eb,priceless pieces of art,Priceless Pieces Of Art,112,8,False,False
obj__comfortable_chair__d7e73b1c,comfortable chair,Comfortable Chair,148,11,False,False
obj__dolly__178eca01,dolly,Dolly,112,8,False,False
obj__chasim__286b461c,chasim,Chasim,97,9,False,False
obj__ornate_goblet__8f8d5ad5,ornate goblet,Ornate Goblet,90,8,False,False
obj__crow_bar__35cca483,crow bar,Crow Bar,76,8,False,False
obj__tithe_plate__eb8b22d2,tithe plate,Tithe Plate,85,8,False,False
obj__fireplace__f0cd112e,fireplace,Fireplace,394,30,True,False
obj__empty_coin_bag__2d3dd595,empty coin bag,Empty Coin Bag,123,13,False,True
obj__guards_armor__38837eb1,guards armor,Guards Armor,76,10,False,True
obj__large_earthenware_jug_of_water_for_cooking_and_drinking__af86fbd9,large earthenware jug of water for cooking and drinking,Large Earthenware Jug Of Water For Cooking And Drinking,14,1,False,False
obj__sand_for_the_cacti__50a48dbc,sand for the cacti,Sand For The Cacti,136,12,False,False
obj__diamond__75c6f031,diamond,Diamond,178,19,False,False
obj__shell__2591c98b,shell,Shell,382,40,False,False
obj__grog__3c12626d,grog,Grog,78,9,False,False
obj__chain_mail__8ae7c7e2,chain mail,Chain Mail,169,17,False,False
obj__blade__2c066a21,blade,Blade,119,12,False,False
obj__snake__de1b2a7b,snake,Snake,274,23,False,False
obj__hoe_for_digging__77390acb,hoe for digging,Hoe For Digging,182,19,False,False
obj__skinning_knife__21880fa9,skinning knife,Skinning Knife,146,12,False,True
obj__gear__fae005cf,gear,Gear,202,17,False,False
obj__sword_on_the_wall__245fbb1c,sword on the wall,Sword On The Wall,108,10,False,True
obj__muddy_chute__afce3e03,muddy chute,Muddy Chute,149,11,False,False
obj__wildlife__fce889a7,wildlife,Wildlife,197,15,False,False
obj__lilypad__0a2dbfa4,lilypad,Lilypad,118,10,False,False
obj__frog__938c2cc0,frog,Frog,172,15,False,False
obj__old_bicycle__f81f6411,old bicycle,Old Bicycle,96,9,False,False
obj__eisel__e64e97dc,eisel,Eisel,112,11,False,False
obj__bulb__e77f0155,bulb,Bulb,126,9,False,False
obj__puddle_of_water__efc19e00,puddle of water,Puddle Of Water,127,10,False,False
obj__empty_mug__451acc4c,empty mug,Empty Mug,93,8,False,False
obj__tools__4a931512,tools,Tools,98,9,False,False
obj__campfire__a0511348,campfire,Campfire,215,18,False,False
obj__wooden_cross__1b3dffb3,wooden cross,Wooden Cross,129,12,False,False
obj__hay_shovel__5decb2f8,hay shovel,Hay Shovel,33,3,False,False
obj__babbling_brook__af496cb9,babbling brook,Babbling Brook,95,7,False,False
obj__simple_wooden_bucket_for_holding_umbrellas_walking_sticks_and_etc__9f8bf8ce,simple wooden bucket for holding umbrellas walking sticks and etc,Simple Wooden Bucket For Holding Umbrellas Walking Sticks And Etc,14,1,False,False
obj__step__2764ca9d,step,Step,112,8,False,False
obj__gravestones_some_at_oblique_angles__c2eafe40,gravestones some at oblique angles,Gravestones Some At Oblique Angles,71,6,False,False
obj__mug_of_mead__fff5b9ab,mug of mead,Mug Of Mead,69,8,False,False
obj__drawbridge_to_the_castle__a75eb6d2,drawbridge to the castle,Drawbridge To The Castle,155,12,False,False
obj__wizard__d8d3a01b,wizard,Wizard,86,8,False,False
obj__pastel_sky__9647f673,pastel sky,Pastel Sky,129,10,False,False
obj__pool_of_blood__76bf9a65,pool of blood,Pool Of Blood,112,8,False,False
obj__knights_armor__d303ff7f,knights armor,Knights Armor,92,10,False,True
obj__kings_sword__74838ba0,kings sword,Kings Sword,77,10,False,True
obj__body_parts__5cff4938,body parts,Body Parts,122,12,False,False
obj__stalactite__7e36513d,stalactite,Stalactite,181,17,False,False
obj__awning__e42a2b0a,awning,Awning,138,10,False,False
obj__apron__c700b304,apron,Apron,103,9,False,False
obj__cozy_fur_rug__0e54f1ca,cozy fur rug,Cozy Fur Rug,148,11,False,False
obj__holy_book_on_a_shelf_underneath_the_seat__6bc48b01,holy book on a shelf underneath the seat,Holy Book On A Shelf Underneath The Seat,5,1,False,True
obj__paint_brushes__47ede3c2,paint brushes,Paint Brushes,61,6,False,False
obj__dish__d51f95cd,dish,Dish,179,16,False,False
obj__pick__27cf1e36,pick,Pick,213,20,False,False
obj__desk_chair__9a353467,desk chair,Desk Chair,89,8,False,False
obj__expensive_pillow__b19a6ba2,expensive pillow,Expensive Pillow,41,6,False,False
obj__old_armor__6f9aa955,old armor,Old Armor,135,12,False,True
obj__wooden_cart__0f4e7c82,wooden cart,Wooden Cart,92,7,False,False
obj__feed__09353387,feed,Feed,118,10,False,False
obj__fossil__bd2ad056,fossil,Fossil,99,9,False,False
obj__magical_gem__d775e9fe,magical gem,Magical Gem,48,9,False,True
obj__mushroom__4e026537,mushroom,Mushroom,60,7,False,False
obj__shedding__c694aed0,shedding,Shedding,85,7,False,False
obj__candle_holder__ba5bf220,candle holder,Candle Holder,150,15,False,False
obj__feather__82d65a57,feather,Feather,70,7,False,False
obj__single_tent__a87e256b,single tent,Single Tent,190,17,False,False
obj__basket_of_grain__efaa070c,basket of grain,Basket Of Grain,81,10,False,False
obj__porcelain_vase__cdce9fb4,porcelain vase,Porcelain Vase,84,8,False,False
obj__spear__dc700272,spear,Spear,131,13,False,False
obj__potion_and_cure__9a60f493,potion and cure,Potion And Cure,126,9,False,True
obj__sceptre__8e734fa6,sceptre,Sceptre,25,4,False,False
obj__good__755f85c2,good,Good,1,1,False,False
obj__baptismal__1c6b90de,baptismal,Baptismal,75,6,False,False
obj__chest__14952ea7,chest,Chest,205,15,False,True
obj__fallen_tree__0ed450cc,fallen tree,Fallen Tree,65,6,False,False
obj__sleeping_bag__7b66f470,sleeping bag,Sleeping Bag,230,26,False,False
obj__work_of_art__f0a4082b,work of art,Work Of Art,113,9,False,False
obj__park_bench__f937d73a,park bench,Park Bench,42,3,False,False
obj__hickory_nut__c0e55d3e,hickory nut,Hickory Nut,13,1,False,False
obj__stone_bench__f9b1f4a1,stone bench,Stone Bench,115,10,False,False
obj__swing__ce04e521,swing,Swing,125,13,False,False
obj__latch__42f3c93a,latch,Latch,106,10,False,False
obj__hammock__65037fe2,hammock,Hammock,154,11,False,False
obj__costumes__f0fa9e58,costumes,Costumes,98,10,False,False
obj__slime__f79f0528,slime,Slime,63,6,False,False
obj__ornate_plate__2709f4e7,ornate plate,Ornate Plate,79,8,False,False
obj__alligator__88a93408,alligator,Alligator,150,13,False,False
obj__icicle__390b9d5a,icicle,Icicle,88,8,False,False
obj__paintings_of_ancestor__1fcb1e25,paintings of ancestor,Paintings Of Ancestor,140,10,False,False
obj__ale__f7a38033,ale,Ale,69,7,False,False
obj__large_table__5dd897a4,large table,Large Table,84,6,False,False
obj__bat__5f3f4681,bat,Bat,96,8,False,False
obj__ropes__55453933,ropes,Ropes,84,6,False,False
obj__crow_s_nest_full_of_emeralds__57ffec06,crow's nest full of emeralds,Crow'S Nest Full Of Emeralds,94,7,False,False
obj__sail__163ccb63,sail,Sail,84,7,False,False
obj__campfire_burning__b60b91d1,campfire burning,Campfire Burning,140,10,False,False
obj__tunic__5f7f5750,tunic,Tunic,10,3,False,False
obj__chandlier__325ec1b6,chandlier,Chandlier,126,9,False,False
obj__dress__ccaaac95,dress,Dress,88,10,False,False
obj__nails__22fc8656,nails,Nails,153,14,False,False
obj__dim_lamp__ef272ed0,dim lamp,Dim Lamp,104,11,False,False
obj__turtle__d4705b9f,turtle,Turtle,241,19,False,False
obj__couch__a7453d03,couch,Couch,111,9,False,False
obj__chamber_pot_discreetly_hidden__68577b6d,chamber pot discreetly hidden,Chamber Pot Discreetly Hidden,167,13,False,False
obj__firewood_for_the_fireplace__1054da9d,firewood for the fireplace,Firewood For The Fireplace,98,7,False,False
obj__painting_and_work_of_art__ce24e6c8,painting and work of art,Painting And Work Of Art,144,11,False,False
obj__large_pet_lion__e455b4e0,large pet lion,Large Pet Lion,48,6,False,False
obj__basin__f4d3b5a1,basin,Basin,122,10,False,False
obj__black_soil__9e4ddb48,black soil,Black Soil,81,6,False,False
obj__luxuriously_soft_couch__895b1860,luxuriously soft couch,Luxuriously Soft Couch,115,10,False,False
obj__duster__b88a4290,duster,Duster,71,11,False,False
obj__bible__a7c01f5c,bible,Bible,207,34,False,False
obj__white_wooden_gate__407d4402,white wooden gate,White Wooden Gate,117,10,False,False
obj__food_trough__1da0139d,food trough,Food Trough,146,12,False,False
obj__purse__204e3937,purse,Purse,20,9,False,False
obj__painting_of_mother_mary__354321e1,painting of mother mary,Painting Of Mother Mary,79,9,False,False
obj__wooden_bench__0d4cbffc,wooden bench,Wooden Bench,176,13,False,False
obj__witches_broom__f212efa6,witches broom,Witches Broom,74,8,False,False
obj__gallows__4857f076,gallows,Gallows,169,13,False,False
obj__bathroom_pot__b59b4d02,bathroom pot,Bathroom Pot,119,9,False,False
obj__message_in_a_bottle__ce9e79f7,message in a bottle,Message In A Bottle,44,6,False,False
obj__leaking_roof__4ccc15cb,leaking roof,Leaking Roof,72,6,False,False
obj__oar__82d8a8be,oar,Oar,149,13,False,False
obj__paintbrush__774d1f7e,paintbrush,Paintbrush,6,1,False,False
obj__pine_tree__0e7e318c,pine tree,Pine Tree,213,16,False,False
obj__sickle__97997986,sickle,Sickle,209,18,False,False
obj__clearing__5832a4d8,clearing,Clearing,17,2,False,False
obj__haystack__a1cae1a6,haystack,Haystack,213,16,False,False
obj__coin_bag__70cb36fe,coin bag,Coin Bag,66,6,False,True
obj__collection_envelopes__4bb2fdab,collection envelopes,Collection Envelopes,117,9,False,False
obj__dried_blood__847b2435,dried blood,Dried Blood,233,20,False,False
obj__wood_burning_fire__62edbace,wood burning fire,Wood Burning Fire,126,9,False,False
obj__feather_fountain_pen__767a9b83,feather fountain pen,Feather Fountain Pen,99,8,False,False
obj__ink_jar__cadfda08,ink jar,Ink Jar,88,9,False,False
obj__rosary__0563ad2e,rosary,Rosary,14,2,False,False
obj__plyers__d54711ad,plyers,Plyers,4,1,False,False
obj__mausoleum__6cfc4bc5,mausoleum,Mausoleum,107,8,False,False
obj__nut__18fc9c6b,nut,Nut,17,4,False,False
obj__iron_maiden__cf6f0b2d,iron maiden,Iron Maiden,249,21,False,False
obj__tray__75b2ade1,tray,Tray,92,8,False,False
obj__old_mop__85848a07,old mop,Old Mop,96,11,False,False
obj__moldy_bread__629f5023,moldy bread,Moldy Bread,111,15,False,False
obj__empty_gruel_bowl__3d850bdb,empty gruel bowl,Empty Gruel Bowl,84,10,False,False
obj__chamber_pot__a150637e,chamber pot,Chamber Pot,116,10,False,False
obj__horseshoe__5cdb501c,horseshoe,Horseshoe,131,10,False,False
obj__burrow__51b1bb6c,burrow,Burrow,117,9,False,False
obj__bee_hive__9ce088b5,bee hive,Bee Hive,112,8,False,False
obj__enchanted_amulet__cae6f1f3,enchanted amulet,Enchanted Amulet,119,12,False,False
obj__streetlight__424e4b7f,streetlight,Streetlight,130,10,False,False
obj__bottle__3a385ac0,bottle,Bottle,13,2,False,False
obj__ornate_mosaic__ef0ca3aa,ornate mosaic,Ornate Mosaic,85,7,False,False
obj__sarcophagus__f9c81e6c,sarcophagus,Sarcophagus,99,8,False,False
obj__wrought_iron_chandelier__bc9ae526,wrought iron chandelier,Wrought Iron Chandelier,140,10,False,False
obj__horse_tack__a26c0077,horse tack,Horse Tack,218,21,False,False
obj__treat__15bf1e39,treat,Treat,20,6,False,False
obj__spell__f557af0e,spell,Spell,8,2,False,False
obj__suitcase__15b7493d,suitcase,Suitcase,4,1,False,False
obj__tropical_birds__05450ce4,tropical birds,Tropical Birds,23,4,False,False
obj__pocket_watch__1f7b4343,pocket watch,Pocket Watch,1,1,False,False
obj__daggers__a5734a45,daggers,Daggers,111,10,False,False
obj__coal__5271e118,coal,Coal,35,7,False,False
obj__ink_well__98846fbe,ink well,Ink Well,90,9,False,False
obj__ceremonial_hat__8ff9fe75,ceremonial hat,Ceremonial Hat,99,8,False,False
obj__hitching_post__c1aa141d,hitching post,Hitching Post,98,7,False,False
obj__shirt__c9507f53,shirt,Shirt,16,4,False,False
obj__plow__2e2f5b37,plow,Plow,98,7,False,False
obj__worshipper__067dfc54,worshipper,Worshipper,84,6,False,False
obj__baptism_pool__db08472a,baptism pool,Baptism Pool,105,8,False,False
obj__dead_people__d415a08e,dead people,Dead People,136,15,False,False
obj__wheelbarrows__6ccbceaa,wheelbarrows,Wheelbarrows,56,4,False,False
obj__rusty_bar__905126ea,rusty bar,Rusty Bar,57,5,False,False
